gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
CFAP58-DT	chr10	3	0	0	0
CFAP65	chr2	28	40	12	0
CFAP69	chr7	116	151	205	0
CFAP70	chr10	185	77	346	0
CFAP73	chr12	144	129	256	0
CFAP74	chr1	4	14	10	0
CFAP77	chr9	13	12	23	0
CFAP91	chr3	149	132	195	0
CFAP92	chr3	98	97	163	0
CFAP94	chr12	55	18	69	0
CFAP97	chr4	1242	1383	1171	0
CFAP97D1	chr17	1	1	3	0
CFAP97D2	chr13	3	0	1	0
CFAP97P1	chr1	0	0	0	0
CFAP99	chr4	9	9	10	0
CFB	chr6	0	0	2632	0
CFC1	chr2	0	0	0	0
CFC1B	chr2	0	0	0	0
CFD	chr19	0	0	47	0
CFDP1	chr16	440	591	4386	0
CFH	chr1	1812	240	1039	0
CFHR1	chr1	16	26	26	0
CFHR2	chr1	0	0	0	0
CFHR3	chr1	2	0	0	0
CFHR4	chr1	0	0	0	0
CFHR5	chr1	0	0	0	0
CFI	chr4	1224	973	379	2
CFL1	chr11	2217	1877	19017	0
CFL1P1	chr10	18	35	78	0
CFL1P2	chr1	0	0	1	0
CFL1P3	chr1	1	0	0	0
CFL1P4	chr1	0	0	0	0
CFL1P5	chr5	0	0	0	0
CFL1P6	chr1	1	0	0	0
CFL1P7	chr3	1	0	0	0
CFL1P8	chr13	0	2	0	0
CFL2	chr14	716	742	2966	0
CFLAR	chr2	654	252	952	1
CFLAR-AS1	chr2	19	6	11	0
CFP	chrX	10	11	34	0
CFTR	chr7	8	14	22	0
CFTR-AS1	chr7	0	0	0	0
CGA	chr6	0	1	0	0
CGAS	chr6	4	2	2	0
CGB1	chr19	0	0	0	0
CGB2	chr19	0	0	20	0
CGB3	chr19	0	0	1	0
CGB5	chr19	0	0	0	0
CGB7	chr19	93	230	97	0
CGB8	chr19	0	0	0	0
CGGBP1	chr3	2072	1990	5246	3
CGN	chr1	687	761	1652	1
CGNL1	chr15	1487	1893	2195	0
CGREF1	chr2	615	432	393	0
CGRRF1	chr14	101	197	866	0
CH17-112A12.2	chr1	0	7	2	0
CH17-112M04.1	chr7	0	0	0	0
CH17-118O6.4	chr1	0	0	0	0
CH17-118O6.6	chr1	0	0	0	0
CH17-118O6.7	chr1	0	0	0	0
CH17-125A10.1	chr1	0	0	0	0
CH17-128G5.1	chrX	0	0	0	0
CH17-12M21.1	chr5	0	0	0	0
CH17-132F21.4	chr2	0	0	0	0
CH17-132F21.5	chr2	0	0	0	0
CH17-13I23.1	chr1	0	0	0	0
CH17-13I23.2	chr1	0	0	0	0
CH17-13I23.3	chr1	0	0	9	0
CH17-140K24.1	chr5	0	0	0	0
CH17-140K24.2	chr5	14	7	31	0
CH17-140K24.3	chr5	7	16	3	0
CH17-140K24.4	chr5	0	2	4	0
CH17-140K24.5	chr5	8	8	0	0
CH17-140K24.6	chr5	3	3	9	0
CH17-140K24.7	chr5	12	14	71	0
CH17-140K24.8	chr5	12	18	66	0
CH17-159N18.3	chr1	0	0	0	0
CH17-159N18.5	chr1	124	90	959	0
CH17-164J11.1	chr1	0	0	0	0
CH17-164J11.2	chr1	0	0	0	0
CH17-172B3.1	chr1	0	0	1	0
CH17-172B3.2	chr1	0	0	0	0
CH17-174L20.1	chr8	0	0	1	0
CH17-189H20.1	chr1	17	0	183	0
CH17-195P21.1	chr1	0	0	0	0
CH17-195P21.2	chr1	0	0	22	0
CH17-206L4.1	chr1	0	0	65	0
CH17-212P11.8	chr14	0	0	0	0
CH17-219N22.1	chr1	0	0	0	0
CH17-232I21.1	chr7	0	0	0	0
CH17-248H7.2	chr1	0	0	0	0
CH17-248H7.3	chr1	0	0	0	0
CH17-258A22.4	chr17	0	0	37	0
CH17-260O16.1	chr17	0	0	26	0
CH17-262A2.1	chr4	0	0	1	0
CH17-262O2.2	chr1	0	0	0	0
CH17-262O2.4	chr1	0	0	0	0
CH17-262O2.5	chr1	1	0	0	0
CH17-264B6.1	chr7	0	0	0	0
CH17-264B6.3	chr7	0	0	36	0
CH17-264B6.5	chr7	26	3	13	0
CH17-264B6.6	chr7	0	0	47	0
CH17-264L24.1	chr22	52	3	176	0
CH17-264L24.2	chr22	266	6	762	0
CH17-268I9.2	chr14	0	0	0	0
CH17-270A2.1	chr1	0	0	0	0
CH17-270A2.2	chr1	82	65	210	0
CH17-302M23.1	chr14	0	3	10	0
CH17-31A6.1	chr8	0	0	0	0
CH17-322D16.1	chr9	0	0	0	0
CH17-323A09.2	chr7	0	0	0	0
CH17-333M13.1	chr1	0	0	0	0
CH17-333M13.2	chr1	0	0	0	0
CH17-335B8.4	chr10	0	0	357	0
CH17-340M24.3	chrX	32	34	18	0
CH17-342O10.1	chr16	0	0	0	0
CH17-342O10.2	chr16	0	0	0	0
CH17-342O10.3	chr16	0	0	0	0
CH17-343M10.2	chrX	4	0	23	0
CH17-351M24.1	chr17	0	0	0	0
CH17-353B19.1	chr1	0	0	2	0
CH17-353B19.2	chr1	2	0	1	0
CH17-360D5.2	chr10	0	0	94	0
CH17-360D5.3	chr10	0	0	3	0
CH17-373J23.1	chr1	0	0	0	0
CH17-38B12.4	chrX	0	0	0	0
CH17-3B23.3	chr1	0	0	9	0
CH17-408M7.2	chr1	0	0	47	0
CH17-420I24.1	chr22	0	1	0	0
CH17-469D17.1	chr9	0	0	0	0
CH17-469D17.2	chr9	0	0	0	0
CH17-472G23.1	chr1	0	0	13	0
CH17-472G23.2	chr1	0	0	50	0
CH17-476P10.1	chr22	0	0	502	0
CH17-53B9.2	chr17	0	0	0	0
CH17-53B9.4	chr17	0	0	0	0
CH17-55D9.1	chr1	101	70	60	0
CH17-66N5.1	chr15	0	0	1896	0
CH17-67K23.2	chr1	1	1	10	0
CH17-76K2.6	chr1	0	0	0	0
CH17-78J1.1	chr1	0	0	0	0
CH17-80A12.1	chr9	0	0	0	0
CH17-84K15.2	chr1	0	0	0	0
CH17-84K15.4	chr1	0	0	0	0
CH17-98J9.1	chr8	0	0	0	0
CH25H	chr10	10	11	127	0
CH507-145C22.1	chr21	0	0	11	0
CH507-145C22.2	chr21	0	0	0	0
CH507-145C22.3	chr21	0	0	0	0
CH507-145C22.4	chr21	0	0	0	0
CH507-152C13.4	chr21	0	0	0	0
CH507-152C13.5	chr21	0	0	0	0
CH507-152C13.6	chr21	0	0	0	0
CH507-154B10.1	chr21	0	0	17	0
CH507-154B10.2	chr21	0	0	7	0
CH507-154B10.3	chr21	0	0	0	0
CH507-210P18.1	chr21	0	0	0	0
CH507-210P18.3	chr21	0	0	1	0
CH507-210P18.4	chr21	0	0	0	0
CH507-210P18.5	chr21	0	0	0	0
CH507-216K13.2	chr21	0	0	0	0
CH507-236L23.1	chr21	0	0	0	0
CH507-236L23.3	chr21	0	0	0	0
CH507-236L23.4	chr21	0	0	0	0
CH507-236L23.5	chr21	0	0	0	0
CH507-24F1.2	chr21	0	0	4	0
CH507-254M2.1	chr21	0	0	0	0
CH507-254M2.2	chr21	0	0	2	0
CH507-254M2.3	chr21	0	0	7	0
CH507-254M2.4	chr21	0	0	0	0
CH507-254M2.5	chr21	0	0	0	0
CH507-254M2.6	chr21	0	0	0	0
CH507-338C24.1	chr21	0	0	0	0
CH507-338C24.3	chr21	0	0	0	0
CH507-39O4.1	chr21	0	0	0	0
CH507-39O4.2	chr21	0	0	0	0
CH507-39O4.3	chr21	0	0	0	0
CH507-42P11.1	chr21	0	0	0	0
CH507-42P11.2	chr21	0	0	0	0
CH507-42P11.3	chr21	0	0	0	0
CH507-42P11.6	chr21	1	0	7	0
CH507-42P11.7	chr21	0	0	2	0
CH507-513H4.1	chr21	0	0	0	0
CH507-513H4.10	chr21	0	0	0	0
CH507-513H4.3	chr21	0	0	0	0
CH507-513H4.4	chr21	0	0	0	0
CH507-513H4.5	chr21	0	0	5	0
CH507-513H4.6	chr21	0	0	0	0
CH507-513H4.7	chr21	0	0	0	0
CH507-513H4.8	chr21	0	0	0	0
CH507-513H4.9	chr21	0	0	0	0
CH507-528H12.1	chr21	0	0	0	0
CH507-528H12.10	chr21	0	0	0	0
CH507-528H12.12	chr21	0	0	0	0
CH507-528H12.3	chr21	0	0	0	0
CH507-528H12.4	chr21	0	0	0	0
CH507-528H12.6	chr21	0	0	0	0
CH507-528H12.7	chr21	0	0	0	0
CH507-528H12.8	chr21	0	0	0	0
CH507-528H12.9	chr21	0	0	0	0
CH507-9B2.1	chr21	0	0	9	0
CH507-9B2.2	chr21	0	0	0	0
CH507-9B2.4	chr21	0	0	550	0
CH507-9B2.5	chr21	56	102	559	0
CH507-9B2.8	chr21	0	0	1	0
CH507-9B2.9	chr21	20	13	133	0
CHAC1	chr15	208	67	610	0
CHAC2	chr2	22	23	29	0
CHAD	chr17	140	81	62	0
CHADL	chr22	15	18	26	0
CHAF1A	chr19	511	469	499	0
CHAF1B	chr21	231	223	361	0
CHAMP1	chr13	581	627	2031	0
CHASERR	chr15	913	1104	1415	1
CHAT	chr10	25	18	51	0
CHCHD1	chr10	255	262	797	0
CHCHD10	chr22	0	0	495	0
CHCHD2	chr7	162	51	264	0
CHCHD2P1	chrX	0	0	0	0
CHCHD2P11	chr13	0	0	0	0
CHCHD2P2	chr5	0	0	0	0
CHCHD2P3	chr19	0	0	0	0
CHCHD2P4	chr6	0	0	0	0
CHCHD2P5	chr1	0	0	0	0
CHCHD2P6	chr1	1	0	0	0
CHCHD2P7	chr4	0	0	0	0
CHCHD2P8	chr13	0	0	0	0
CHCHD2P9	chr9	0	0	0	0
CHCHD3	chr7	639	726	820	0
CHCHD3P1	chr10	0	0	0	0
CHCHD3P2	chr12	0	0	0	0
CHCHD3P3	chr1	0	0	10	1
CHCHD4	chr3	112	140	204	1
CHCHD4P2	chr9	0	0	0	0
CHCHD4P3	chr9	10	4	14	0
CHCHD4P4	chr3	0	0	2	0
CHCHD4P5	chr1	0	0	0	0
CHCHD5	chr2	169	121	327	1
CHCHD6	chr3	244	327	256	0
CHCHD7	chr8	412	319	562	0
CHD1	chr5	630	628	2527	1
CHD1L	chr1	767	764	1870	0
CHD2	chr15	2542	2578	9970	1
CHD3	chr17	4506	5223	31769	6
CHD4	chr12	3489	3849	24460	3
CHD5	chr1	264	294	534	0
CHD7	chr8	369	344	2132	0
CHD8	chr14	1466	1298	8496	1
CHD9	chr16	1260	1326	6614	0
CHDH	chr3	316	487	441	0
CHEK1	chr11	189	247	419	0
CHEK2	chr22	108	56	639	0
CHEK2P1	chrY	0	0	0	0
CHEK2P2	chr15	0	0	0	0
CHEK2P3	chr2	0	0	0	0
CHEK2P4	chr22	0	0	0	0
CHEK2P5	chr10	0	0	0	0
CHERP	chr19	1337	1327	2637	1
CHFR	chr12	1048	1232	1481	2
CHGA	chr14	0	0	148	0
CHI3L1	chr1	27	13	30	0
CHI3L2	chr1	0	1	1	0
CHIA	chr1	0	0	0	0
CHIAP1	chr1	0	0	0	0
CHIAP2	chr1	0	1	0	0
CHIAP3	chr1	0	0	0	0
CHIC1	chrX	201	156	1022	0
CHIC2	chr4	149	166	297	0
CHID1	chr11	1331	1833	4145	3
CHIT1	chr1	3	3	1	0
CHKA	chr11	430	430	1648	0
CHKB	chr22	1485	1054	3460	1
CHKB-CPT1B	chr22	2289	1597	7315	1
CHKB-DT	chr22	45	101	86	0
CHL1	chr3	3378	2086	3754	1
CHL1-AS1	chr3	22	16	0	0
CHL1-AS2	chr3	6	0	0	0
CHM	chrX	530	587	1218	0
CHML	chr1	599	826	1779	0
CHMP1A	chr16	2437	1695	2403	3
CHMP1AP1	chr1	0	0	0	0
CHMP1B	chr18	468	498	1216	0
CHMP1B-AS1	chr18	74	56	98	0
CHMP1B2P	chrX	0	11	3	0
CHMP2A	chr19	942	932	2411	0
CHMP2B	chr3	554	591	1776	0
CHMP3	chr2	2031	1210	2788	2
CHMP4A	chr14	192	144	1304	1
CHMP4AP1	chr2	0	0	0	0
CHMP4BP1	chr14	2	1	0	0
CHMP4C	chr8	5	7	11	0
CHMP5	chr9	916	1052	2036	1
CHMP5P1	chrX	0	14	0	0
CHMP6	chr17	690	592	526	1
CHMP7	chr8	1084	1016	1445	0
CHN1	chr2	262	306	1647	1
CHN2	chr7	335	536	630	0
CHN2-AS1	chr7	0	0	0	0
CHODL	chr21	133	110	265	0
CHODL-AS1	chr21	0	0	0	0
CHORDC1	chr11	727	737	1625	0
CHORDC1P1	chr2	1	0	1	0
CHORDC1P3	chr4	0	0	0	0
CHORDC1P4	chr18	3	1	1	0
CHORDC1P5	chr1	0	0	0	0
CHORDC2P	chr14	0	0	0	0
CHP1	chr15	1069	1167	3272	2
CHP1P1	chr5	0	0	0	0
CHP1P2	chr6	15	9	0	0
CHP1P3	chrX	0	0	0	0
CHP2	chr16	0	0	0	0
CHPF	chr2	13422	12269	11033	15
CHPF2	chr7	2362	2406	7125	0
CHPT1	chr12	861	741	1491	1
CHRAC1	chr8	348	364	281	0
CHRD	chr3	803	1768	2952	1
CHRDL1	chrX	1603	1360	5607	2
CHRDL2	chr11	45	201	311	0
CHRFAM7A	chr15	0	0	11	0
CHRM1	chr11	0	3	15	0
CHRM2	chr7	44	67	118	0
CHRM3	chr1	158	41	163	0
CHRM3-AS1	chr1	1	0	0	0
CHRM3-AS2	chr1	0	0	0	0
CHRM4	chr11	17	28	50	0
CHRM5	chr15	3	10	21	0
CHRNA1	chr2	1961	1685	1441	1
CHRNA10	chr11	21	26	19	0
CHRNA2	chr8	0	1	0	0
CHRNA3	chr15	43	76	137	0
CHRNA5	chr15	37	23	48	0
CHRNA6	chr8	3	0	7	0
CHRNA7	chr15	2	4	19	0
CHRNA9	chr4	0	9	5	0
CHRNB1	chr17	649	678	1079	1
CHRNB2	chr1	45	41	75	0
CHRNB3	chr8	0	1	1	0
CHRNB4	chr15	15	27	22	0
CHRND	chr2	1065	694	1025	0
CHRNE	chr17	45	11	194	0
CHRNG	chr2	2502	3050	1599	15
CHROMR	chr2	529	152	352	1
CHST1	chr11	75	189	492	0
CHST10	chr2	1573	1296	1088	4
CHST11	chr12	244	267	638	1
CHST12	chr7	858	753	775	2
CHST13	chr3	2	13	7	0
CHST14	chr15	1144	1073	2755	2
CHST15	chr10	385	245	651	1
CHST2	chr3	729	1093	4322	0
CHST3	chr10	2621	2693	3601	3
CHST4	chr16	1	4	17	0
CHST5	chr16	30	57	28	0
CHST6	chr16	417	213	388	9
CHST7	chrX	60	169	303	0
CHST8	chr19	9	15	31	0
CHST9	chr18	101	143	138	0
CHSY1	chr15	1756	1979	5056	1
CHSY3	chr5	282	93	577	0
CHTF18	chr16	1820	546	593	2
CHTF8	chr16	1387	1233	2482	2
CHTF8P1	chrX	0	0	2	0
CHTOP	chr1	1703	1772	3875	2
CHUK	chr10	528	650	1128	0
CHURC1	chr14	649	1377	2229	1
CHURC1-FNTB	chr14	259	239	1888	0
CIAO1	chr2	1720	1844	3603	1
CIAO2A	chr15	88	123	1169	0
CIAO2B	chr16	674	845	85	2
CIAO3	chr16	903	1041	727	2
CIAPIN1	chr16	811	695	1394	2
CIAPIN1P	chr18	10	21	4	4
CIART	chr1	301	126	274	0
CIB1	chr15	233	208	943	0
CIB2	chr15	157	160	764	0
CIB3	chr19	0	0	0	0
CIB4	chr2	0	3	0	0
CIBAR1	chr8	437	403	1843	0
CIBAR1P1	chr15	0	0	13	0
CIBAR1P2	chr4	0	0	0	0
CIBAR2	chr16	4	7	2	0
CIC	chr19	3764	3420	12772	2
CICP1	chrY	0	0	0	0
CICP10	chr2	0	0	0	0
CICP11	chr7	0	3	0	0
CICP12	chr7	0	0	0	0
CICP13	chr1	0	0	69	0
CICP14	chr7	193	10	1037	0
CICP15	chr5	0	0	0	0
CICP16	chr4	1	34	122	0
CICP17	chr7	0	0	1	0
CICP18	chr6	0	2	7	0
CICP19	chr19	0	0	0	0
CICP2	chrY	0	0	6	0
CICP20	chr7	0	0	4	0
CICP21	chr1	0	0	0	0
CICP22	chr7	1	2	25	0
CICP23	chr11	0	0	10	0
CICP24	chr7	0	0	0	0
CICP25	chr16	0	0	10	0
CICP26	chr1	0	1	240	0
CICP27	chr1	0	0	5	0
CICP28	chr7	0	0	2	0
CICP3	chr1	0	0	37	0
CICP5	chr1	0	1	5	0
CICP6	chr3	0	0	0	0
CICP7	chr1	0	0	4	0
CICP8	chr7	0	0	0	0
CICP9	chr10	1	46	5	0
CIDEA	chr18	0	3	1	0
CIDEB	chr14	308	154	989	0
CIDEC	chr3	0	0	1	0
CIDECP1	chr3	138	45	195	0
CIITA	chr16	695	685	1298	2
CILK1	chr6	564	595	1489	1
CILP	chr15	130	433	1075	0
CILP2	chr19	722	322	781	0
CINP	chr14	633	764	653	2
CIP2A	chr3	194	217	579	0
CIPC	chr14	688	805	1761	2
CIR1	chr2	300	291	1274	0
CIR1P1	chr5	0	0	0	0
CIR1P2	chr4	0	0	0	0
CIR1P3	chr11	0	0	0	0
CIRBP	chr19	6337	5753	15339	5
CIRBP-AS1	chr19	50	63	55	0
CISD1	chr10	148	129	532	0
CISD1P1	chr2	0	0	0	0
CISD2	chr4	120	119	586	0
CISD3	chr17	0	0	403	0
CISH	chr3	122	103	172	0
CISTR	chr12	1	0	0	0
CIT	chr12	598	494	2366	0
CITED1	chrX	39	32	109	0
CITED2	chr6	463	427	1833	2
CITED4	chr1	64	81	54	0
CITF22-1A6.3	chr22	359	509	778	0
CITF22-24E5.1	chr22	0	0	0	0
CITF22-49D8.1	chr22	0	1	0	0
CITF22-49E9.3	chr22	0	5	1	0
CITF22-62D4.1	chr22	0	0	0	0
CITF22-92A6.1	chr22	27	24	17	0
CITF22-92A6.2	chr22	1	1	1	0
CIZ1	chr9	2145	1979	7944	2
CKAP2	chr13	1048	1597	937	2
CKAP2L	chr2	236	248	329	1
CKAP2P1	chr14	0	0	0	0
CKAP4	chr12	11432	10402	11110	13
CKAP5	chr11	2474	2421	9007	3
CKB	chr14	1606	1879	12149	0
CKBP1	chr16	0	0	0	0
CKLF	chr16	254	258	232	0
CKLF-CMTM1	chr16	164	170	177	0
CKM	chr19	390	168	559	0
CKMT1A	chr15	2	0	4	0
CKMT1B	chr15	1	1	1	0
CKMT2	chr5	73	104	681	0
CKMT2-AS1	chr5	295	149	123	1
CKS1B	chr1	21	19	765	0
CKS1BP1	chr14	0	0	0	0
CKS1BP2	chr10	0	0	0	0
CKS1BP3	chr5	0	0	4	0
CKS1BP4	chr11	0	0	0	0
CKS1BP5	chr5	0	0	0	0
CKS1BP6	chrX	0	0	0	0
CKS1BP7	chr8	0	0	0	0
CKS2	chr9	113	131	452	0
CLASP1	chr2	2231	2026	6770	2
CLASP1-AS1	chr2	15	4	0	0
CLASP2	chr3	790	862	3653	0
CLASRP	chr19	1456	1328	2836	0
CLBA1	chr14	541	473	479	0
CLC	chr19	0	0	0	0
CLCA1	chr1	0	1	0	0
CLCA2	chr1	12	2	17	0
CLCA3P	chr1	0	0	0	0
CLCA4	chr1	0	0	1	0
CLCA4-AS1	chr1	15	17	17	0
CLCC1	chr1	1473	1695	2527	1
CLCF1	chr11	75	118	105	0
CLCN1	chr7	0	7	5	0
CLCN2	chr3	299	412	1041	0
CLCN3	chr4	1518	1276	4516	0
CLCN3P1	chr9	205	51	81	7
CLCN4	chrX	901	804	1163	1
CLCN5	chrX	2229	3416	9101	1
CLCN6	chr1	1346	1272	2178	2
CLCN7	chr16	4010	2819	2193	5
CLCNKA	chr1	15	3	21	0
CLCNKB	chr1	33	13	21	0
CLCP1	chr22	1	1	0	0
CLCP2	chr13	2	10	0	0
CLDN1	chr3	3339	5813	4477	6
CLDN10	chr13	80	25	33	0
CLDN10-AS1	chr13	0	0	0	0
CLDN11	chr3	39	422	303	0
CLDN12	chr7	663	805	1392	1
CLDN14	chr21	0	2	0	0
CLDN15	chr7	561	467	441	0
CLDN16	chr3	4	0	5	0
CLDN17	chr21	0	4	1	0
CLDN18	chr3	25	50	29	0
CLDN19	chr1	3	3	3	0
CLDN2	chrX	5	5	7	0
CLDN20	chr6	1	0	2	0
CLDN22	chr4	44	46	72	0
CLDN23	chr8	8	5	4	0
CLDN24	chr4	0	0	0	0
CLDN25	chr11	0	0	0	0
CLDN3	chr7	2	5	5	0
CLDN34	chrX	2	1	1	0
CLDN4	chr7	49	27	77	0
CLDN5	chr22	0	5	7	0
CLDN6	chr16	55	42	48	0
CLDN7	chr17	14	3	16	0
CLDN7P1	chrX	0	0	0	0
CLDN8	chr21	0	0	0	0
CLDN9	chr16	7	47	12	0
CLDND1	chr3	1298	1045	2209	2
CLDND2	chr19	14	11	12	0
CLEC10A	chr17	1	0	0	0
CLEC11A	chr19	493	735	375	0
CLEC12A	chr12	0	0	1	0
CLEC12A-AS1	chr12	0	0	0	0
CLEC12B	chr12	0	1	0	0
CLEC14A	chr14	3	2	3	0
CLEC16A	chr16	1204	1248	1478	1
CLEC17A	chr19	3	3	1	0
CLEC18A	chr16	20	1	44	0
CLEC18B	chr16	153	16	105	0
CLEC18C	chr16	27	3	24	0
CLEC19A	chr16	32	35	23	2
CLEC1A	chr12	26	3	13	0
CLEC1B	chr12	0	0	1	0
CLEC20A	chr1	1	1	10	0
CLEC2A	chr12	0	0	1	0
CLEC2B	chr12	2	1	2	0
CLEC2D	chr12	332	556	1326	24
CLEC2L	chr7	22	14	42	0
CLEC3A	chr16	9	0	1	0
CLEC3B	chr3	108	42	154	0
CLEC4A	chr12	23	43	68	0
CLEC4C	chr12	0	0	0	0
CLEC4D	chr12	0	0	0	0
CLEC4E	chr12	0	0	1	0
CLEC4F	chr2	0	0	0	0
CLEC4G	chr19	0	0	0	0
CLEC4GP1	chr19	0	0	0	0
CLEC4M	chr19	0	0	0	0
CLEC4O	chr19	0	0	0	0
CLEC5A	chr7	1	3	0	0
CLEC6A	chr12	0	0	0	0
CLEC7A	chr12	0	0	0	0
CLEC9A	chr12	0	0	0	0
CLECL1	chr12	0	5	5	0
CLGN	chr4	84	92	529	0
CLHC1	chr2	396	307	523	0
CLIC1	chr6	0	0	3001	0
CLIC1P1	chr12	39	0	2	0
CLIC2	chrX	68	95	246	0
CLIC3	chr9	3	11	13	0
CLIC4	chr1	5940	5557	10320	5
CLIC4P1	chr9	0	0	2	0
CLIC4P2	chr19	0	1	0	0
CLIC4P3	chrX	0	0	1	0
CLIC5	chr6	18	13	18	0
CLIC6	chr21	9	50	19	0
CLINT1	chr5	1508	1521	6776	0
CLIP1	chr12	1994	1843	5276	0
CLIP1-AS1	chr12	1	0	3	0
CLIP2	chr7	2062	1791	4276	3
CLIP3	chr19	2285	2169	6584	1
CLIP4	chr2	946	746	2035	1
CLK1	chr2	1105	1116	5751	0
CLK2	chr1	0	0	4298	0
CLK2P1	chr7	1	2	0	1
CLK3	chr15	1277	1267	4024	1
CLK3P2	chr1	0	0	0	0
CLK4	chr5	813	901	1915	2
CLLU1	chr12	1	2	10	0
CLLU1-AS1	chr12	1	0	0	0
CLMAT3	chr5	82	83	10	1
CLMN	chr14	503	773	708	0
CLMP	chr11	1128	1632	2567	0
CLN3	chr16	133	353	4346	0
CLN5	chr13	1359	1083	1675	1
CLN6	chr15	403	365	320	2
CLN8	chr8	0	0	139	0
CLNK	chr4	5	10	6	0
CLNS1A	chr11	642	694	4257	0
CLNS1AP1	chr6	0	0	0	0
CLOCK	chr4	451	415	1751	0
CLP1	chr11	173	122	427	0
CLPB	chr11	401	647	1269	2
CLPP	chr19	614	557	592	2
CLPS	chr6	0	0	0	0
CLPSL1	chr6	0	4	0	0
CLPSL2	chr6	0	1	4	0
CLPTM1	chr19	1370	1496	5951	0
CLPTM1L	chr5	531	555	2120	0
CLPTM1LP1	chr1	0	0	0	0
CLPX	chr15	801	642	2532	1
CLRN1	chr3	2	2	0	0
CLRN1-AS1	chr3	5	7	2	0
CLRN2	chr4	0	0	1	0
CLRN3	chr10	0	0	0	0
CLSPN	chr1	168	146	558	0
CLSTN1	chr1	9800	10325	11908	5
CLSTN2	chr3	3275	3011	2812	3
CLSTN2-AS1	chr3	2	3	1	0
CLSTN3	chr12	3555	1944	3590	0
CLTA	chr9	1378	1580	4887	0
CLTB	chr5	810	828	1157	0
CLTC	chr17	4522	4252	26047	2
CLTCL1	chr22	339	388	1332	1
CLTRN	chrX	6	34	83	0
CLU	chr8	23773	6947	15834	3
CLUAP1	chr16	665	560	1093	0
CLUH	chr17	1497	1587	1906	1
CLUHP1	chrY	0	0	0	0
CLUHP10	chr3	0	0	1	0
CLUHP11	chr16	0	0	0	0
CLUHP2	chrY	0	0	0	0
CLUHP3	chr16	507	417	712	0
CLUHP4	chr4	0	0	1	0
CLUHP5	chr10	0	0	0	0
CLUHP6	chr18	0	0	0	0
CLUHP8	chr12	0	0	0	0
CLUL1	chr18	15	2	12	0
CLVS1	chr8	242	161	331	0
CLVS2	chr6	40	80	64	0
CLYBL	chr13	82	96	208	0
CLYBL-AS1	chr13	0	0	0	0
CLYBL-AS2	chr13	0	0	0	0
CMA1	chr14	1	0	0	0
CMAHP	chr6	20	67	51	0
CMAS	chr12	260	282	2029	0
CMB9-14B22.1	chr11	0	0	0	0
CMB9-22P13.1	chr11	13	36	38	0
CMB9-22P13.4	chr11	1	1	0	0
CMB9-43M24.1	chr11	0	0	0	0
CMB9-4J8.1	chr11	16	18	155	0
CMB9-52H4.1	chr11	1	2	1	0
CMB9-55A18.1	chr11	129	204	35	1
CMB9-55F22.1	chr11	100	54	5	0
CMB9-60A24.1	chr11	1	0	5	0
CMB9-76D16.1	chr11	0	0	0	0
CMB9-94B1.2	chr11	12	4	9	0
CMBL	chr5	806	711	1374	0
CMC1	chr3	440	526	1483	0
CMC2	chr16	508	443	165	0
CMC4	chrX	19	20	548	0
CMIP	chr16	519	524	2256	1
CMKLR1	chr12	103	283	436	0
CMP21-97G8.1	chr21	0	0	0	0
CMP21-97G8.2	chr21	0	0	0	0
CMPK1	chr1	1065	906	2047	0
CMPK2	chr2	85	109	165	0
CMSS1	chr3	391	403	304	0
CMTM1	chr16	27	21	73	0
CMTM2	chr16	2	5	1	0
CMTM3	chr16	1321	1844	4209	2
CMTM4	chr16	1133	1114	2263	2
CMTM5	chr14	6	5	4	0
CMTM6	chr3	784	885	1505	0
CMTM7	chr3	258	240	201	0
CMTM8	chr3	16	27	201	0
CMTR1	chr6	1169	860	4763	3
CMTR2	chr16	819	829	1453	1
CMYA5	chr5	117	62	174	0
CNBD1	chr8	0	0	1	0
CNBP	chr3	2181	2256	6945	1
CNDP1	chr18	0	0	1	0
CNDP2	chr18	1708	2254	965	4
CNEP1R1	chr16	472	448	738	0
CNEP1R1P1	chrX	0	0	0	0
CNFN	chr19	19	30	4	0
CNGA1	chr4	1	0	0	0
CNGA2	chrX	0	0	0	0
CNGA3	chr2	129	24	66	0
CNGA4	chr11	8	23	34	0
CNGB1	chr16	6	6	4	0
CNGB3	chr8	9	3	7	0
CNIH1	chr14	1280	1632	3265	1
CNIH2	chr11	92	113	1012	0
CNIH3	chr1	58	32	104	0
CNIH3-AS1	chr1	0	0	1	0
CNIH3-AS2	chr1	1	0	2	0
CNIH4	chr1	564	517	1059	2
CNKSR1	chr1	27	27	58	0
CNKSR2	chrX	112	79	645	0
CNKSR3	chr6	671	902	1214	2
CNMD	chr13	32	144	153	0
CNN1	chr19	30	72	611	0
CNN2	chr19	3425	3422	7702	2
CNN2P1	chr22	1	7	4	0
CNN2P10	chr1	0	0	0	0
CNN2P11	chr2	0	0	0	0
CNN2P12	chr13	0	0	0	0
CNN2P2	chr9	0	0	0	0
CNN2P3	chr9	0	0	0	0
CNN2P4	chr9	0	0	8	0
CNN2P6	chr3	0	0	0	0
CNN2P7	chr21	0	0	0	0
CNN2P8	chr2	0	0	0	0
CNN2P9	chr6	8	0	5	0
CNN3	chr1	4413	4637	21193	0
