gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
CTC-447K7.1	chr5	0	0	0	0
CTC-448D22.1	chr5	0	0	0	0
CTC-448F2.4	chr19	0	0	3	0
CTC-448F2.6	chr19	34	13	21	0
CTC-448F2.7	chr19	0	0	0	0
CTC-448F2.8	chr19	5	1	6	0
CTC-450M9.1	chr19	0	1	0	0
CTC-451A6.5	chr19	0	0	0	0
CTC-453G23.4	chr19	0	0	0	0
CTC-453G23.5	chr19	0	4	0	0
CTC-453G23.7	chr19	6	17	2	0
CTC-453G23.8	chr19	8	12	25	0
CTC-454I21.3	chr19	35	72	84	0
CTC-454I21.4	chr19	0	0	11	0
CTC-455F18.1	chr5	0	0	0	0
CTC-455F18.3	chr5	1	1	8	0
CTC-457E21.1	chr19	0	0	0	0
CTC-457E21.10	chr19	0	0	0	0
CTC-457E21.11	chr19	0	0	0	0
CTC-457E21.5	chr19	0	0	0	0
CTC-457E21.6	chr19	0	0	0	0
CTC-457E21.7	chr19	0	0	0	0
CTC-457E21.9	chr19	0	0	0	0
CTC-457L16.1	chr17	1	2	4	0
CTC-457L16.2	chr17	0	1	0	0
CTC-458G6.4	chr5	0	0	0	0
CTC-458I2.2	chr5	5	0	33	1
CTC-459F4.1	chr19	175	1	64	0
CTC-459F4.3	chr19	184	0	49	0
CTC-459F4.5	chr19	0	0	0	0
CTC-459F4.6	chr19	22	0	9	0
CTC-459F4.7	chr19	0	0	0	0
CTC-459F4.8	chr19	0	0	0	0
CTC-459F4.9	chr19	14	0	12	0
CTC-459M5.1	chr5	2	0	1	0
CTC-459M5.2	chr5	9	14	20	0
CTC-461F20.1	chr5	0	0	0	0
CTC-461H2.2	chr19	0	0	0	0
CTC-461H2.3	chr19	0	0	0	0
CTC-463A16.1	chr5	168	76	88	0
CTC-463N11.4	chr5	2477	3952	1432	3
CTC-467M3.2	chr5	0	0	0	0
CTC-467M3.3	chr5	0	0	0	0
CTC-470E21.1	chr5	0	0	0	0
CTC-471C19.1	chr5	14	59	38	0
CTC-471C19.2	chr5	0	0	0	0
CTC-471F3.5	chr19	146	229	109	0
CTC-471J1.10	chr19	5	14	19	0
CTC-471J1.11	chr19	54	10	3	0
CTC-471J1.2	chr19	12	3	10	0
CTC-471J1.8	chr19	53	24	94	0
CTC-471J1.9	chr19	0	0	1	0
CTC-472C24.1	chr5	0	0	0	0
CTC-479C5.10	chr16	506	427	2191	0
CTC-479C5.11	chr16	0	0	0	0
CTC-479C5.12	chr16	400	218	336	1
CTC-480C2.1	chr5	0	0	0	1
CTC-482H14.5	chr19	1	0	0	0
CTC-483I11.5	chr19	1	3	17	0
CTC-483L24.2	chr5	0	0	0	0
CTC-484M2.1	chr5	0	0	0	0
CTC-484P3.3	chr5	0	0	0	0
CTC-490E21.10	chr19	0	1	3	0
CTC-490E21.11	chr19	27	21	5	0
CTC-490E21.12	chr19	6	7	1	0
CTC-490E21.14	chr19	7	14	357	0
CTC-490G23.2	chr19	0	0	0	0
CTC-490G23.4	chr19	0	0	0	0
CTC-490G23.6	chr19	0	1	1	0
CTC-492K19.7	chr19	1	0	2	0
CTC-493L21.2	chr5	0	0	0	0
CTC-493P15.2	chr8	1	0	0	0
CTC-497E21.5	chr11	0	0	0	0
CTC-498J12.1	chr5	0	0	0	0
CTC-498J12.3	chr5	17	35	34	0
CTC-498M16.3	chr5	0	0	0	0
CTC-498M16.4	chr5	0	0	1	0
CTC-499B15.1	chr19	0	0	0	0
CTC-499B15.5	chr19	69	172	271	0
CTC-499B15.6	chr19	0	0	0	0
CTC-499B15.7	chr19	4	0	0	0
CTC-499B15.8	chr19	1	2	1	0
CTC-499J9.1	chr5	0	0	2	0
CTC-503J8.2	chr19	0	0	0	0
CTC-503J8.4	chr19	0	0	0	0
CTC-503J8.8	chr19	0	0	0	0
CTC-503J8.9	chr19	0	0	0	0
CTC-503K11.2	chr5	0	0	0	0
CTC-505O3.2	chr5	0	0	0	0
CTC-505O3.3	chr5	0	0	0	0
CTC-506B8.1	chr5	2	1	9	0
CTC-507E12.1	chr5	0	1	0	0
CTC-507E2.2	chr17	1	1	0	0
CTC-508F8.1	chr16	0	0	0	0
CTC-510F12.2	chr19	7	16	0	0
CTC-510F12.3	chr19	0	1	0	0
CTC-510F12.4	chr19	0	0	0	0
CTC-510F12.6	chr19	216	330	410	0
CTC-510F12.7	chr19	5	17	1	0
CTC-512J12.4	chr19	16	0	3	0
CTC-512J12.6	chr19	33	62	8	0
CTC-512J12.7	chr19	2	3	4	0
CTC-512J14.1	chr5	0	0	0	0
CTC-512J14.5	chr5	6	0	2	0
CTC-512J14.7	chr5	0	0	0	0
CTC-513N18.6	chr19	0	0	0	0
CTC-513N18.7	chr19	55	19	2	0
CTC-518B2.10	chr19	0	0	0	0
CTC-518B2.12	chr19	0	0	0	0
CTC-518B2.8	chr19	0	0	0	0
CTC-518B2.9	chr19	0	0	0	0
CTC-518P12.6	chr19	19	19	28	0
CTC-523E23.1	chr19	125	395	263	0
CTC-523E23.10	chr19	3	9	3	0
CTC-523E23.11	chr19	21	15	48	0
CTC-523E23.3	chr19	22	27	50	0
CTC-523E23.5	chr19	17	68	55	0
CTC-523E23.9	chr19	0	0	0	0
CTC-524C5.2	chr17	526	278	296	2
CTC-525D6.2	chr19	3	0	1	0
CTC-525D6.3	chr19	13	0	1	0
CTC-525D6.5	chr19	0	0	0	0
CTC-526N19.1	chr19	3	6	3	0
CTC-527H23.1	chr16	0	0	0	0
CTC-527H23.2	chr16	0	0	0	0
CTC-527H23.3	chr16	0	0	0	0
CTC-527H23.4	chr16	0	0	0	0
CTC-529G1.1	chr5	0	0	0	0
CTC-529I10.1	chr17	1	0	53	0
CTC-529I10.2	chr17	18	29	101	0
CTC-529L17.1	chr5	0	1	0	0
CTC-529L17.2	chr5	0	0	0	0
CTC-531G16.1	chr5	0	0	0	0
CTC-534B23.1	chr5	0	0	0	0
CTC-535M15.1	chr5	0	0	0	0
CTC-535M15.2	chr5	0	0	0	0
CTC-537E7.1	chr5	0	0	0	0
CTC-537E7.2	chr5	0	0	0	0
CTC-537E7.3	chr5	0	0	0	0
CTC-539A10.7	chr19	0	0	0	0
CTC-542B22.1	chr17	0	0	0	0
CTC-542B22.2	chr17	0	0	127	0
CTC-543D15.1	chr19	0	0	0	0
CTC-543D15.3	chr19	2	3	2	0
CTC-543D15.9	chr19	20	12	19	0
CTC-546K23.1	chr5	0	0	0	0
CTC-546K23.2	chr5	0	0	0	0
CTC-548H10.2	chr5	0	0	0	0
CTC-548K16.5	chr19	0	0	0	0
CTC-548K16.6	chr19	0	4	1	0
CTC-550B14.1	chr19	0	0	0	0
CTC-550B14.10	chr19	0	0	0	0
CTC-550B14.6	chr19	0	0	182	0
CTC-550M4.1	chr5	0	0	0	0
CTC-551A13.1	chr5	0	0	0	0
CTC-551A13.2	chr5	0	0	0	0
CTC-552D5.1	chr5	0	0	0	0
CTC-554D6.1	chr5	2	0	682	0
CTC-558O2.2	chr5	641	453	784	0
CTC-559E9.12	chr19	0	0	0	0
CTC-559E9.13	chr19	4	2	0	0
CTC-559E9.14	chr19	2	0	0	0
CTC-559E9.15	chr19	4	3	6	0
CTC-559E9.2	chr19	0	0	0	0
CTC-559E9.4	chr19	2	0	19	0
CTC-559E9.5	chr19	19	56	66	0
CTC-559E9.8	chr19	20	59	1	0
CTC-559E9.9	chr19	2	1	1	0
CTC-563A5.2	chr5	28	31	8	0
CTC-563A5.4	chr5	2	1	0	0
CTC-563A5.5	chr5	31	48	38	0
CTC-564N23.2	chr5	59	40	109	0
CTC-564N23.6	chr5	291	176	428	0
CTC-565M22.1	chr19	2	0	0	0
CTC-571O20.1	chr5	0	0	0	0
CTC-571O20.3	chr5	0	0	0	0
CTC-573M9.1	chr5	0	0	0	0
CTC-573N18.1	chr5	1	0	0	0
CTC-575C13.3	chr19	0	0	0	0
CTC-575C13.4	chr19	0	0	0	0
CTC-575I10.1	chr5	0	0	0	0
CTC-575N7.1	chr5	1	1	1	0
CTC-591M7.1	chr16	7	11	8	0
CTC-661I16.2	chr16	0	0	0	0
CTC-736O2.1	chr7	0	0	0	0
CTC-756D1.1	chr8	5	2	0	0
CTC-756D1.2	chr8	0	5	3	0
CTC-756D1.3	chr8	6	1	0	0
CTC-756D1.4	chr8	23	5	14	0
CTC-774J1.1	chr11	0	0	0	0
CTC-774J1.3	chr11	8	3	2	0
CTC-782O7.3	chr18	0	0	0	0
CTC-786C10.3	chr16	5	4	0	0
CTC-788C1.2	chr8	0	0	0	0
CTC-789J18.1	chr8	0	0	0	0
CTC-806A22.1	chr5	0	0	0	0
CTC-830E23.1	chr11	0	0	0	0
CTC-830I3.1	chr17	0	0	0	0
CTC-89C10.1	chr11	0	0	10	0
CTC1	chr17	1882	1455	2016	6
CTCF	chr16	868	1037	3837	8
CTD-2001C12.1	chr5	2	0	1	0
CTD-2001E22.1	chr5	0	0	0	0
CTD-2001J20.1	chr19	84	136	225	2
CTD-2002H8.2	chr14	5	4	12	0
CTD-2002J20.1	chr3	1	2	0	0
CTD-2003C8.2	chr11	0	4	0	0
CTD-2004A9.2	chr5	1	1	0	0
CTD-2005D20.1	chr4	0	0	0	0
CTD-2005H7.1	chr11	0	0	1	0
CTD-2005H7.2	chr11	0	0	1	0
CTD-2006C1.10	chr19	9	11	6	0
CTD-2006C1.12	chr19	4	5	0	0
CTD-2006C1.13	chr19	124	197	55	1
CTD-2006H14.2	chr8	75	116	4	0
CTD-2006K23.1	chr17	0	0	0	0
CTD-2006K23.2	chr17	0	0	0	0
CTD-2006M22.2	chr3	25	20	13	0
CTD-2006O16.2	chr18	0	0	0	0
CTD-2007B22.1	chr11	0	0	0	0
CTD-2007F2.1	chr5	0	0	0	0
CTD-2007H13.1	chr5	0	1	0	0
CTD-2007H18.1	chr15	0	0	0	0
CTD-2007H18.2	chr15	0	0	0	0
CTD-2007L18.5	chr11	32	44	42	0
CTD-2008A1.1	chr15	0	0	0	0
CTD-2008A1.3	chr15	0	0	2	0
CTD-2008E3.1	chr5	24	15	0	0
CTD-2008L17.1	chr18	6	23	47	0
CTD-2008L17.2	chr18	10	6	7	0
CTD-2008L17.3	chr18	14	5	9	0
CTD-2008O4.1	chr8	0	0	0	0
CTD-2008P7.1	chr17	9	15	17	0
CTD-2008P7.10	chr17	1	0	0	0
CTD-2008P7.11	chr17	7	0	18	0
CTD-2008P7.3	chr17	0	0	9	0
CTD-2008P7.5	chr17	0	0	0	0
CTD-2008P7.6	chr17	2	5	6	0
CTD-2008P7.7	chr17	0	0	0	0
CTD-2008P7.8	chr17	0	0	0	0
CTD-2009A10.1	chr16	10	11	33	0
CTD-2009F3.1	chr5	0	0	0	0
CTD-2010B19.1	chr2	0	0	1	0
CTD-2010I16.1	chr11	10	15	69	0
CTD-2010I16.2	chr11	75	108	176	1
CTD-2011F17.2	chr11	1	0	0	0
CTD-2011G17.1	chr5	0	0	0	0
CTD-2012I17.1	chr4	0	0	0	0
CTD-2012J19.1	chr5	0	0	10	1
CTD-2012J19.2	chr5	0	0	0	0
CTD-2012J19.3	chr5	31	6	12	0
CTD-2012J19.4	chr5	1	1	4	1
CTD-2012K14.2	chr16	0	2	31	0
CTD-2012K14.3	chr16	198	291	102	0
CTD-2012K14.4	chr16	35	69	378	0
CTD-2012K14.5	chr16	13	16	19	0
CTD-2012K14.6	chr16	2	0	21	0
CTD-2012K14.7	chr16	6	2	6	0
CTD-2012K14.8	chr16	46	23	17	0
CTD-2012M11.3	chr5	21	51	2099	0
CTD-2013M15.1	chr5	0	0	0	0
CTD-2013N17.1	chr19	1	0	3	0
CTD-2013N17.4	chr19	1	0	0	0
CTD-2013N17.6	chr19	198	153	91	1
CTD-2013N17.7	chr19	1	1	1	0
CTD-2013N24.2	chr3	45	70	187	0
CTD-2014B16.3	chr14	4	2	1	0
CTD-2014B16.5	chr14	1	4	0	0
CTD-2014D20.1	chr8	4	0	7	0
CTD-2014E2.2	chr16	0	0	6	0
CTD-2014E2.7	chr16	0	0	0	0
CTD-2014N11.1	chr15	0	0	0	0
CTD-2014N11.2	chr15	0	0	0	0
CTD-2014N11.3	chr15	0	0	0	0
CTD-2015A6.1	chr5	0	0	0	0
CTD-2015A6.2	chr5	0	0	0	0
CTD-2015B23.2	chr5	3	1	1	1
CTD-2015B23.3	chr5	0	0	0	0
CTD-2015C24.1	chr2	1	0	0	0
CTD-2015F14.2	chr3	0	0	0	0
CTD-2015G9.3	chr16	0	1	0	0
CTD-2015H3.1	chr18	0	0	0	0
CTD-2015H3.2	chr18	0	0	0	0
CTD-2015H6.3	chr5	301	175	369	1
CTD-2016H9.1	chr7	0	0	0	0
CTD-2017C7.1	chr14	0	0	0	0
CTD-2017C7.2	chr14	2	5	7	0
CTD-2017D11.1	chr19	275	289	382	1
CTD-2017D11.2	chr19	31	41	43	0
CTD-2017D15.1	chr5	0	0	0	0
CTD-2017F17.1	chr15	4	8	3	0
CTD-2017F17.2	chr15	8	2	243	0
CTD-2017F17.3	chr15	0	1	0	0
CTD-2019O4.1	chr11	0	0	0	0
CTD-2020K17.3	chr17	204	106	160	0
CTD-2020P22.1	chr5	0	0	0	0
CTD-2021A8.2	chr7	23	24	212	6
CTD-2021A8.3	chr7	0	42	150	0
CTD-2021H9.1	chr12	0	0	0	0
CTD-2021H9.2	chr12	0	0	0	0
CTD-2021H9.3	chr12	3	280	7	1
CTD-2021J15.1	chr3	0	1	3	0
CTD-2021K4.1	chr2	240	267	603	0
CTD-2021K4.2	chr2	152	474	202	0
CTD-2022H16.1	chr15	0	0	0	0
CTD-2023J5.1	chr8	0	0	0	0
CTD-2023N9.1	chr5	0	0	0	0
CTD-2024F21.1	chr12	2	1	0	0
CTD-2024I7.18	chr5	0	0	0	0
CTD-2024P10.1	chr5	0	1	5	0
CTD-2024P10.2	chr5	1	0	0	0
CTD-2025J6.2	chr8	0	0	1	0
CTD-2026A21.1	chr5	0	0	0	0
CTD-2026D20.2	chr17	0	0	12	0
CTD-2026D23.1	chr5	0	0	0	0
CTD-2026G22.1	chr11	0	0	0	0
CTD-2026J24.1	chr15	0	0	0	0
CTD-2026K11.1	chr15	19	18	39	0
CTD-2026K11.2	chr15	1	0	50	0
CTD-2026K11.3	chr15	1	0	2	0
CTD-2026K11.4	chr15	110	80	649	1
CTD-2026K11.5	chr15	2	2	1	0
CTD-2026K11.6	chr15	80	114	11	0
CTD-2027G2.1	chr15	0	0	0	0
CTD-2027I19.2	chr19	33	65	16	0
CTD-2027I19.3	chr19	9	10	4	0
CTD-2028E8.1	chr11	0	0	0	0
CTD-2028E8.2	chr11	0	0	0	0
CTD-2031P19.4	chr5	0	0	0	0
CTD-2031P19.5	chr5	110	117	425	0
CTD-2033A16.1	chr16	0	1	2	0
CTD-2033A16.2	chr16	12	6	51	0
CTD-2033C11.2	chr5	0	0	0	0
CTD-2033D24.2	chr17	0	0	0	0
CTD-2034I21.1	chr16	1	0	0	0
CTD-2034I4.1	chr15	0	0	0	0
CTD-2034I4.2	chr15	3	3	0	0
CTD-2035E11.3	chr5	3	0	1	0
CTD-2035E11.4	chr5	0	1	0	0
CTD-2035E11.5	chr5	0	0	0	0
CTD-2036A18.2	chr5	0	0	0	0
CTD-2036A2.1	chr16	0	0	0	0
CTD-2036J7.1	chr8	0	1	0	0
CTD-2036P10.3	chr15	575	487	515	0
CTD-2036P10.5	chr15	133	156	11	0
CTD-2036P10.6	chr15	17	14	33	0
CTD-2036P10.7	chr15	1	0	3	0
CTD-2037K23.1	chr5	0	0	1	0
CTD-2037L6.3	chr5	0	0	0	0
CTD-2040G12.2	chr5	10	4	1	0
CTD-2043I16.1	chr19	0	0	0	0
CTD-2045M21.1	chr5	0	0	0	0
CTD-2046I8.1	chr5	0	0	0	0
CTD-2046J7.1	chr5	0	0	0	0
CTD-2047H16.2	chr17	0	1	2	0
CTD-2047H16.3	chr17	38	46	21	0
CTD-2047H16.5	chr17	11	15	58	0
CTD-2049O17.1	chr5	0	0	0	0
CTD-2049O4.1	chr16	5	3	49	0
CTD-2049O4.2	chr16	0	0	0	0
CTD-2050E21.1	chr5	0	0	0	0
CTD-2050E21.2	chr5	0	0	0	0
CTD-2050I18.2	chr19	0	0	0	0
CTD-2050N2.1	chr15	1	3	0	0
CTD-2054H24.1	chr5	0	0	0	0
CTD-2054N24.1	chr15	2	2	0	0
CTD-2054N24.2	chr15	54	64	40	1
CTD-2055G21.1	chr16	0	0	0	0
CTD-2057D4.2	chr19	0	0	0	0
CTD-2057D4.3	chr19	0	0	2	0
CTD-2057J6.1	chr5	0	0	0	0
CTD-2057J6.2	chr5	0	0	0	0
CTD-2058B24.2	chr14	0	0	0	0
CTD-2058B24.3	chr14	0	0	0	0
CTD-2060C23.1	chr5	0	1	0	0
CTD-2060F24.1	chr5	0	0	0	0
CTD-2061E19.1	chr5	0	0	0	0
CTD-2061E19.6	chr5	1	0	0	0
CTD-2062A1.3	chr5	0	0	0	0
CTD-2062F14.2	chr14	0	0	1	0
CTD-2062F14.3	chr14	2	21	180	0
CTD-2062O1.1	chr5	0	0	0	0
CTD-2062O1.4	chr5	0	0	0	0
CTD-2063L20.1	chr11	0	0	0	0
CTD-2066L21.1	chr5	0	0	0	0
CTD-2066L21.2	chr5	0	0	0	0
CTD-2066L21.3	chr5	0	4	3	0
CTD-2071N1.1	chr15	0	0	0	0
CTD-2071N1.2	chr15	1	0	0	0
CTD-2072I24.1	chr5	0	0	0	0
CTD-2073O6.1	chr5	0	0	0	0
CTD-2074D8.1	chr5	0	0	0	0
CTD-2074D8.2	chr5	0	0	0	0
CTD-2076M15.1	chrX	0	0	0	0
CTD-2081C10.5	chr5	0	0	0	0
CTD-2081C10.7	chr5	9	2	8	0
CTD-2081C10.8	chr5	2	1	0	0
CTD-2081K17.3	chr19	0	0	0	0
CTD-2083E4.4	chr5	22	161	26	0
CTD-2083E4.5	chr5	6	8	11	1
CTD-2083E4.6	chr5	3	2	2	0
CTD-2083E4.7	chr5	0	24	20	0
CTD-2085J24.3	chr19	0	0	1	0
CTD-2085J24.5	chr19	0	0	0	0
CTD-2086L14.1	chr19	1	1	0	0
CTD-2086O20.1	chr19	3	1	7	0
CTD-2089N3.1	chr5	367	24	213	0
CTD-2089N3.3	chr5	128	75	16	0
CTD-2089O24.2	chr5	0	0	0	0
CTD-2090I13.3	chr1	0	0	0	0
CTD-2091N23.1	chr5	0	1	0	0
CTD-2093G19.1	chr5	27	12	5	0
CTD-2095E4.3	chr17	8	2	18	0
CTD-2095E4.4	chr17	4	0	43	0
CTD-2095E4.5	chr17	1	5	2	0
CTD-2104P17.2	chr17	0	1	1	0
CTD-2105E13.14	chr19	25	40	11	0
CTD-2105E13.15	chr19	3	1	5	0
CTD-2105E13.16	chr19	0	0	4	0
CTD-2105E13.6	chr19	9	46	65	0
CTD-2105K20.1	chr5	0	0	0	0
CTD-2108O9.4	chr5	0	0	0	0
CTD-2110K23.1	chr5	0	1	0	0
CTD-2113L7.1	chr5	0	0	0	0
CTD-2116N17.1	chr15	86	81	440	0
CTD-2116N20.1	chr5	2	1	0	0
CTD-2117H17.2	chr11	0	0	0	0
CTD-2117L12.3	chr5	0	0	0	0
CTD-2118P12.3	chr5	0	1	0	0
CTD-2119L1.1	chr11	0	0	0	0
CTD-2122P11.1	chr5	0	2	0	0
CTD-2123J17.2	chr5	0	0	0	0
CTD-2124B20.2	chr18	0	0	0	0
CTD-2124B20.3	chr18	46	27	3	1
CTD-2124B8.2	chr5	13	46	45	0
CTD-2124B8.3	chr5	5	35	3	1
CTD-2125J1.2	chr15	0	0	0	0
CTD-2126E3.1	chr19	8	11	31	0
CTD-2126E3.3	chr19	12	24	35	0
CTD-2126E3.4	chr19	0	0	544	0
CTD-2126E3.5	chr19	3	70	19	0
CTD-2126E3.6	chr19	0	35	1	0
CTD-2127O16.2	chr5	0	0	0	0
CTD-2128A3.2	chr14	0	0	0	0
CTD-2128F4.1	chr5	0	0	0	0
CTD-2129N1.1	chr15	0	0	0	0
CTD-2130F23.1	chr5	1	0	0	0
CTD-2132H18.3	chr11	0	0	0	0
CTD-2132H18.5	chr11	0	0	0	0
CTD-2132H18.6	chr11	0	0	0	0
CTD-2132N18.3	chr17	494	495	2494	0
CTD-2134A5.3	chr14	4	4	2	0
CTD-2134A5.4	chr14	0	0	0	0
CTD-2134P3.1	chr5	0	1	0	0
CTD-2134P3.2	chr5	0	0	0	0
CTD-2135D7.2	chr16	62	57	88	0
CTD-2135D7.3	chr16	0	0	0	0
CTD-2135J3.3	chr8	13	10	3	0
CTD-2139B15.1	chr5	0	0	0	0
CTD-2139B15.2	chr5	0	0	79	0
CTD-2139B15.5	chr5	0	0	0	0
CTD-2140B24.4	chr12	57	57	265	1
CTD-2140B24.6	chr12	1	0	0	0
CTD-2140G10.2	chr11	1	3	1	0
CTD-2140G10.4	chr11	0	0	0	0
CTD-2142D14.1	chr14	0	0	0	0
CTD-2143A15.1	chr5	0	0	0	0
CTD-2144E22.11	chr16	0	0	0	0
CTD-2144E22.14	chr16	0	0	0	0
CTD-2144E22.5	chr16	0	0	0	0
CTD-2144E22.6	chr16	0	0	0	0
CTD-2144E22.9	chr16	0	0	0	0
CTD-2145A24.4	chr17	4	2	0	0
CTD-2145A24.5	chr17	8	3	5	0
CTD-2146O16.1	chr5	0	0	0	0
CTD-2151A2.2	chr5	0	0	0	0
CTD-2151A2.3	chr5	0	0	0	0
CTD-2151L9.2	chr5	0	0	0	0
CTD-2152M20.2	chr5	7	0	16	0
CTD-2154B17.1	chr5	0	0	0	0
CTD-2154B17.2	chr5	0	0	0	0
CTD-2154B17.3	chr5	0	0	0	0
CTD-2154H6.1	chr5	0	0	0	0
CTD-2154I11.2	chr5	10	13	36	0
CTD-2158P22.1	chr5	1	0	0	0
CTD-2159L10.1	chr5	0	0	0	0
CTD-2161E19.1	chr5	0	1	3	0
CTD-2161F6.2	chr5	0	0	0	0
CTD-2162K18.3	chr19	2	9	3	0
CTD-2162K18.4	chr19	10	43	13	0
CTD-2165H16.3	chr5	8	9	8	0
CTD-2168K21.1	chr8	0	0	1	0
CTD-2168K21.2	chr8	30	38	36	0
CTD-2168K21.3	chr8	1	1	1	0
CTD-2169H9.1	chr5	0	0	0	0
CTD-2172F7.1	chr4	0	0	0	0
CTD-2175A23.1	chr5	2	2	0	0
CTD-2176I21.2	chr5	0	0	0	0
CTD-2179L22.1	chr5	0	0	0	0
CTD-2182N23.1	chr8	0	0	0	0
CTD-2183H9.7	chrX	0	0	0	0
CTD-2184C24.2	chr14	0	0	0	0
CTD-2184D3.1	chr15	0	0	3	0
CTD-2184D3.3	chr15	0	0	0	0
CTD-2184D3.5	chr15	5	1	4	0
CTD-2184D3.6	chr15	93	70	235	0
CTD-2184D3.7	chr15	6	6	24	0
CTD-2185K10.1	chr3	0	0	0	0
CTD-2186M15.1	chr5	1	0	0	0
CTD-2187J20.1	chr5	0	0	0	0
CTD-2189E23.1	chr19	6	0	0	0
CTD-2189E23.2	chr19	0	0	0	0
CTD-2189E23.3	chr19	1	2	0	0
CTD-2192J16.11	chr19	1	0	2	0
CTD-2192J16.17	chr19	127	135	746	0
CTD-2192J16.20	chr19	211	204	448	0
CTD-2192J16.21	chr19	0	0	0	0
CTD-2192J16.22	chr19	93	45	761	0
CTD-2192J16.24	chr19	137	114	163	0
CTD-2192J16.26	chr19	8	2	0	0
CTD-2192J16.27	chr19	2418	2544	6504	7
CTD-2192J16.28	chr19	47	60	100	1
CTD-2193P3.1	chr5	0	0	0	0
CTD-2193P3.2	chr5	1	0	9	0
CTD-2194A8.2	chr16	0	0	0	0
CTD-2194D22.1	chr5	0	0	0	0
CTD-2194D22.4	chr5	0	0	0	0
CTD-2194D22.5	chr5	0	0	0	0
CTD-2194F4.2	chr5	0	1	0	0
CTD-2194L12.3	chr5	0	0	0	0
CTD-2194M22.1	chrX	0	0	0	0
CTD-2195B23.3	chr19	0	0	0	0
CTD-2195H9.1	chr5	0	0	0	0
CTD-2195M15.1	chr5	0	0	0	0
CTD-2195M15.3	chr5	0	0	0	0
CTD-2195M15.4	chr5	0	0	0	0
CTD-2195M18.2	chr5	0	0	0	0
CTD-2196E14.3	chr16	0	0	1	0
CTD-2196E14.5	chr16	3	4	11	0
CTD-2196E14.6	chr16	12	9	60	0
CTD-2196E14.8	chr16	0	0	0	0
CTD-2196E14.9	chr16	617	671	593	2
CTD-2196P11.2	chr5	0	0	0	0
CTD-2197I11.1	chr5	0	0	0	0
CTD-2197M16.1	chr5	0	0	0	0
CTD-2199O4.1	chr5	0	0	1	0
CTD-2199O4.3	chr5	12	14	3	0
CTD-2199O4.4	chr5	0	0	1	0
CTD-2199O4.5	chr5	0	0	0	0
CTD-2199O4.6	chr5	1	4	6	0
CTD-2199O4.7	chr5	11	14	3	0
CTD-2200A16.1	chr14	0	0	0	0
CTD-2200P10.3	chr17	0	0	0	0
CTD-2201E18.3	chr5	84	13	82	0
CTD-2201E18.5	chr5	9	0	0	0
CTD-2201E18.6	chr5	2	0	0	0
CTD-2201E18.7	chr5	0	0	0	0
CTD-2201E18.8	chr5	4	1	8	0
CTD-2201E9.2	chr5	0	0	0	0
CTD-2201E9.3	chr5	0	0	0	0
CTD-2201E9.4	chr5	0	0	0	0
CTD-2201G16.1	chr14	0	0	0	0
CTD-2201G3.1	chr5	9	22	11	0
CTD-2203K17.1	chr5	5	19	12	0
CTD-2206G10.2	chr5	0	0	0	0
CTD-2206N4.1	chr17	0	0	0	0
CTD-2206N4.5	chr17	0	0	0	0
CTD-2206N4.6	chr17	2	3	11	0
CTD-2207L17.1	chr5	0	0	0	0
CTD-2207O23.10	chr19	177	229	385	0
CTD-2207O23.11	chr19	0	0	109	0
CTD-2207O23.12	chr19	86	58	1802	0
CTD-2207P18.1	chr14	0	0	0	0
CTD-2207P18.2	chr14	0	1	2	0
CTD-2210P15.3	chr5	8	0	4	0
CTD-2210P24.1	chr11	0	0	0	0
CTD-2210P24.2	chr11	0	0	0	0
CTD-2210P24.6	chr11	0	0	0	0
CTD-2213F21.1	chr14	0	0	0	0
CTD-2213F21.2	chr14	120	30	65	0
CTD-2213F21.3	chr14	0	0	0	0
CTD-2213F21.4	chr14	0	0	0	0
CTD-2215E18.2	chr5	0	0	0	0
CTD-2215E18.3	chr5	0	0	0	0
CTD-2215E18.4	chr5	0	0	1	0
CTD-2215L10.1	chr5	13	13	0	1
CTD-2216L14.1	chr14	0	0	0	0
CTD-2216M2.1	chr11	0	0	0	0
CTD-2218G20.1	chr5	0	0	0	0
CTD-2218K11.2	chr5	0	0	0	0
CTD-2218K11.3	chr5	0	0	0	0
CTD-2223O18.1	chr14	7	0	0	0
CTD-2224J9.11	chr19	19	4	13	0
CTD-2224J9.4	chr19	0	0	0	0
CTD-2224J9.7	chr19	13	0	3	0
CTD-2224J9.8	chr19	12	19	18	0
CTD-2227C6.2	chr5	1	0	3	0
CTD-2227C6.3	chr5	0	0	0	0
CTD-2227E11.1	chr7	1	1	1	0
CTD-2227I18.1	chr5	0	1	0	0
CTD-2228A4.1	chr5	5	5	13	0
CTD-2228K2.1	chr5	0	0	0	0
CTD-2228K2.2	chr5	0	1	0	0
CTD-2230M5.1	chrX	0	0	0	0
CTD-2231E14.2	chr19	107	82	879	0
CTD-2231E14.5	chr19	2	2	2	0
CTD-2231E14.8	chr19	550	515	114	3
CTD-2232E5.2	chr5	0	0	0	0
CTD-2233C11.2	chr5	0	0	0	0
CTD-2233K9.1	chr19	5	4	11	0
CTD-2234B20.1	chr5	0	0	0	0
CTD-2234N14.1	chr11	0	0	0	0
CTD-2235C13.1	chr5	7	2	4	0
CTD-2235C13.2	chr5	0	0	0	0
CTD-2236F14.1	chr5	0	0	0	0
