gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
DUXAP9	chr14	0	2	20	0
DUXB	chr16	2	0	0	0
DVL1	chr1	1153	1317	1255	3
DVL2	chr17	821	1040	3012	0
DVL3	chr3	1860	1968	11352	2
DXO	chr6	0	0	450	0
DYDC1	chr10	0	4	1	0
DYDC2	chr10	2	9	14	0
DYM	chr18	542	535	1426	0
DYNAP	chr18	0	0	0	0
DYNC1H1	chr14	6195	6078	13324	8
DYNC1I1	chr7	12	27	67	0
DYNC1I2	chr2	303	283	4755	0
DYNC1I2P1	chr10	0	0	53	0
DYNC1LI1	chr3	402	451	1181	0
DYNC1LI2	chr16	1550	1097	5847	3
DYNC2H1	chr11	516	458	1149	0
DYNC2I1	chr7	1106	905	608	3
DYNC2I2	chr9	680	507	703	0
DYNC2LI1	chr2	222	304	364	0
DYNLL1	chr12	378	406	5964	0
DYNLL1P1	chr14	0	0	0	0
DYNLL1P2	chr14	0	0	0	0
DYNLL1P3	chr1	0	0	0	0
DYNLL1P4	chr12	0	0	3	0
DYNLL1P5	chr3	0	0	0	0
DYNLL1P6	chr4	0	0	0	0
DYNLL1P7	chr7	0	0	0	0
DYNLL2	chr17	1123	1019	4939	1
DYNLL2-DT	chr17	1	1	0	0
DYNLRB2	chr16	0	0	15	0
DYNLT1	chr6	295	263	2058	2
DYNLT2	chr6	0	0	1	0
DYNLT2B	chr3	56	27	247	0
DYNLT3	chrX	169	125	198	0
DYNLT3P2	chr2	0	0	0	0
DYNLT4	chr1	5	4	19	0
DYNLT5	chr1	4	1	3	1
DYRK1A	chr21	1042	1215	4109	0
DYRK1B	chr19	135	100	1289	0
DYRK2	chr12	714	631	2245	1
DYRK3	chr1	354	574	1032	0
DYRK3-AS1	chr1	3	1	1	0
DYRK4	chr12	444	433	78	1
DYSF	chr2	210	246	593	0
DYTN	chr2	0	0	0	0
DZIP1	chr13	1435	1514	1854	2
DZIP1L	chr3	567	387	536	1
DZIP3	chr3	519	549	1325	0
E2F2	chr1	143	170	221	0
E2F3	chr6	305	346	704	0
E2F3-IT1	chr6	1	0	0	0
E2F3P1	chr17	0	0	0	0
E2F3P2	chr2	1	2	0	0
E2F4	chr16	739	704	2457	3
E2F4P1	chr6	0	0	0	0
E2F5	chr8	198	134	1063	0
E2F6	chr2	136	150	1005	0
E2F6P1	chr22	0	0	0	0
E2F6P2	chr22	0	0	0	0
E2F6P3	chr22	0	0	0	0
E2F6P4	chrX	0	0	0	0
E2F7	chr12	62	77	308	0
E2F8	chr11	312	217	497	0
E4F1	chr16	924	1116	1409	2
EAF1	chr3	401	488	676	1
EAF1-AS1	chr3	94	160	314	0
EAF2	chr3	15	7	20	0
EAPP	chr14	257	247	759	0
EARS2	chr16	550	512	652	1
EBAG9	chr8	163	123	214	0
EBAG9P1	chr10	4	1	4	0
EBF1	chr5	43	44	152	0
EBF2	chr8	95	79	70	0
EBF3	chr10	46	74	189	0
EBI3	chr19	3	14	12	0
EBLN1	chr10	0	0	0	0
EBLN2	chr3	73	126	44	0
EBLN3P	chr9	430	188	908	1
EBNA1BP2	chr1	419	379	1016	1
EBP	chrX	423	390	1540	1
EBPL	chr13	385	186	188	0
ECD	chr10	497	502	765	0
ECE1	chr1	5139	6407	4279	14
ECE1-AS1	chr1	13	1	23	0
ECE2	chr3	0	3	1	0
ECEL1	chr2	9	12	21	0
ECEL1P1	chr2	0	0	0	0
ECEL1P2	chr2	8	2	5	0
ECEL1P3	chr2	1	1	4	0
ECH1	chr19	1008	574	3099	1
ECHDC1	chr6	133	123	889	0
ECHDC2	chr1	1668	836	1143	0
ECHDC3	chr10	160	194	568	0
ECHS1	chr10	1144	1133	710	0
ECI1	chr16	926	498	685	2
ECI2	chr6	959	985	671	2
ECI2-DT	chr6	0	1	1	0
ECM1	chr1	545	763	2573	0
ECM1P1	chr9	0	0	0	0
ECM1P2	chr4	0	0	0	0
ECM2	chr9	24	23	35	0
ECMXP	chrX	3	6	0	0
ECPAS	chr9	1642	1556	2680	1
ECRG4	chr2	39	156	138	0
ECSCR	chr5	17	32	165	0
ECSIT	chr19	565	611	1478	0
ECT2	chr3	227	240	576	0
ECT2L	chr6	5	4	2	0
EDA	chrX	161	141	559	0
EDA2R	chrX	55	28	68	0
EDAR	chr2	3	9	24	0
EDARADD	chr1	48	64	37	0
EDC3	chr15	685	601	1067	2
EDC4	chr16	1823	1457	3328	3
EDDM13	chr19	3	4	2	0
EDDM3A	chr14	0	3	7	0
EDDM3B	chr14	0	0	1	0
EDDM3CP	chr2	0	0	0	0
EDDM3DP	chr14	0	0	0	0
EDEM1	chr3	801	602	700	0
EDEM3	chr1	373	294	715	0
EDF1	chr9	1153	999	4693	0
EDIL3	chr5	171	149	333	0
EDIL3-DT	chr5	16	13	5	0
EDN1	chr6	129	180	84	1
EDN2	chr1	6	13	40	0
EDNRA	chr4	800	735	1742	0
EDNRB	chr13	254	73	517	0
EDNRB-AS1	chr13	2	1	5	0
EDRF1	chr10	430	462	1152	1
EDRF1-AS1	chr10	57	54	66	0
EDRF1-DT	chr10	9	1	13	0
EEA1	chr12	88	114	713	0
EED	chr11	76	109	1123	0
EEDP1	chrX	0	0	0	0
EEF1A1	chr6	4210	3697	81353	1
EEF1A1P1	chr21	0	0	5	0
EEF1A1P10	chr7	3	7	0	0
EEF1A1P11	chr1	1	0	14	1
EEF1A1P12	chr2	1	0	9	0
EEF1A1P13	chr5	1	3	46	0
EEF1A1P14	chr1	1	0	0	0
EEF1A1P15	chrX	0	0	0	0
EEF1A1P16	chr12	37	0	31	40
EEF1A1P17	chr12	0	0	3	0
EEF1A1P19	chr5	18	4	17	0
EEF1A1P2	chr14	0	0	0	0
EEF1A1P20	chr5	0	0	0	0
EEF1A1P21	chr4	0	0	0	0
EEF1A1P22	chr15	0	0	1	0
EEF1A1P24	chr3	0	0	0	0
EEF1A1P25	chr3	0	0	0	0
EEF1A1P26	chr7	0	0	0	0
EEF1A1P27	chr7	0	0	0	0
EEF1A1P28	chr7	0	0	0	0
EEF1A1P29	chrX	0	0	1	0
EEF1A1P3	chr13	5	1	3	0
EEF1A1P30	chrX	6	1	1	0
EEF1A1P31	chrX	0	1	0	0
EEF1A1P32	chr1	0	0	0	0
EEF1A1P33	chr12	0	0	0	0
EEF1A1P36	chr6	0	0	0	0
EEF1A1P37	chr8	0	0	0	0
EEF1A1P38	chr16	0	0	1	0
EEF1A1P39	chr10	0	0	0	0
EEF1A1P4	chr12	1	0	5	0
EEF1A1P40	chrX	0	0	0	0
EEF1A1P41	chrY	0	0	0	0
EEF1A1P42	chr6	0	0	0	0
EEF1A1P5	chr9	0	0	4286	0
EEF1A1P6	chr7	0	0	411	0
EEF1A1P7	chr19	1	0	0	0
EEF1A1P8	chr3	0	4	3	0
EEF1A1P9	chr4	0	1	16	0
EEF1AKMT1	chr13	46	62	147	0
EEF1AKMT2	chr10	162	154	754	0
EEF1AKMT3	chr12	140	276	172	0
EEF1AKMT4	chr3	70	27	71	0
EEF1AKMT4-ECE2	chr3	5	3	62	0
EEF1AKNMT	chr1	200	133	555	0
EEF1B2	chr2	901	1358	9497	0
EEF1B2P1	chr15	0	0	2	0
EEF1B2P2	chr5	0	0	0	0
EEF1B2P3	chrX	21	2	330	0
EEF1B2P4	chr12	0	0	0	0
EEF1B2P5	chr6	0	0	0	0
EEF1B2P6	chr7	0	0	44	0
EEF1B2P7	chr2	0	0	0	0
EEF1B2P8	chr3	0	0	0	0
EEF1D	chr8	0	0	12830	0
EEF1DP1	chr19	0	1	4	1
EEF1DP2	chr9	8	5	8	0
EEF1DP3	chr13	1	0	0	0
EEF1DP4	chr7	6	0	0	0
EEF1DP5	chr6	0	0	0	0
EEF1DP6	chr1	0	0	0	0
EEF1DP7	chr17	3	1	0	0
EEF1DP8	chr11	0	0	0	0
EEF1E1	chr6	122	171	208	0
EEF1E1-BLOC1S5	chr6	56	75	222	0
EEF1E1P1	chr2	1	1	0	0
EEF1G	chr11	4361	3469	30678	1
EEF1GP1	chr7	0	1	1	0
EEF1GP2	chr5	0	0	0	0
EEF1GP3	chr3	0	1	0	0
EEF1GP4	chr3	1	0	0	0
EEF1GP5	chrX	0	1	0	0
EEF1GP6	chr6	0	0	0	0
EEF1GP7	chr1	1	0	5	0
EEF1GP8	chr4	0	0	10	0
EEF2	chr19	29601	30413	43171	46
EEF2K	chr16	819	1457	1505	3
EEF2KMT	chr16	193	129	356	0
EEFSEC	chr3	339	308	546	1
EEPD1	chr7	285	232	337	0
EFCAB1	chr8	40	28	33	0
EFCAB10	chr7	26	29	237	0
EFCAB11	chr14	120	80	70	0
EFCAB12	chr3	20	21	27	0
EFCAB13	chr17	70	0	71	0
EFCAB13-DT	chr17	3	0	3	0
EFCAB14	chr1	1002	1045	3422	2
EFCAB14-AS1	chr1	0	0	1	0
EFCAB14P1	chr1	0	0	0	0
EFCAB15P	chr17	12	6	2	0
EFCAB2	chr1	203	117	106	1
EFCAB3	chr17	0	0	0	0
EFCAB5	chr17	8	28	12	0
EFCAB6	chr22	19	35	33	0
EFCAB6-AS1	chr22	0	3	0	0
EFCAB6-DT	chr22	8	9	8	0
EFCAB7	chr1	148	140	229	0
EFCAB9	chr5	0	0	0	0
EFCC1	chr3	0	7	21	0
EFEMP1	chr2	36	45	850	0
EFEMP2	chr11	2446	2621	7186	3
EFHB	chr3	29	4	27	0
EFHC1	chr6	517	190	716	0
EFHC2	chrX	13	37	153	0
EFHD1	chr2	212	55	93	0
EFHD2	chr1	194	178	1089	1
EFL1	chr15	196	259	536	0
EFL1P1	chr15	1	3	3	2
EFL1P2	chr4	0	0	0	0
EFNA1	chr1	696	687	1183	0
EFNA2	chr19	186	223	186	2
EFNA3	chr1	71	109	236	0
EFNA4	chr1	152	83	409	0
EFNA5	chr5	669	857	1238	2
EFNB1	chrX	2609	3171	3872	3
EFNB2	chr13	3051	2457	4046	2
EFNB3	chr17	1300	1035	3151	1
EFR3A	chr8	457	561	1010	1
EFR3B	chr2	477	269	428	0
EFS	chr14	1273	2014	2564	3
EFTUD2	chr17	994	857	3889	0
EGF	chr4	105	37	65	0
EGFEM1P	chr3	85	17	71	0
EGFL6	chrX	146	115	291	0
EGFL7	chr9	1488	1093	946	6
EGFL8	chr6	0	0	340	0
EGFLAM	chr5	123	354	420	0
EGFLAM-AS1	chr5	4	3	0	0
EGFLAM-AS2	chr5	0	0	0	0
EGFLAM-AS3	chr5	0	0	0	0
EGFLAM-AS4	chr5	0	0	0	0
EGFR	chr7	1523	1703	2091	0
EGFR-AS1	chr7	7	19	52	0
EGILA	chr14	15	2	20	0
EGLN1	chr1	726	625	1475	1
EGLN1P1	chr15	18	14	4	0
EGLN2	chr19	1247	1326	3480	1
EGLN3	chr14	241	262	1382	0
EGLN3-AS1	chr14	0	0	0	0
EGLN3P1	chr12	1	0	1	0
EGOT	chr3	2	7	2	0
EGR1	chr5	15519	16371	32780	18
EGR2	chr10	1862	1706	3783	2
EGR3	chr8	285	209	3730	0
EGR4	chr2	216	130	442	0
EHBP1	chr2	598	470	2689	0
EHBP1L1	chr11	1110	450	994	3
EHD1	chr11	1412	1357	1855	2
EHD2	chr19	1116	1177	1872	3
EHD3	chr2	500	421	802	0
EHD4	chr15	1135	1023	2036	3
EHD4-AS1	chr15	4	1	2	0
EHF	chr11	0	1	1	0
EHHADH	chr3	53	50	125	0
EHHADH-AS1	chr3	6	1	1	0
EHMT1	chr9	1146	1155	2695	3
EHMT2	chr6	0	0	4726	0
EHMT2-AS1	chr6	0	0	861	0
EI24	chr11	740	824	2115	1
EI24P1	chr3	0	0	0	0
EI24P2	chr1	0	0	0	0
EI24P3	chr3	0	0	0	0
EI24P4	chr7	0	1	0	0
EID1	chr15	2027	2038	2443	0
EID2	chr19	99	80	635	0
EID2B	chr19	55	51	68	0
EID3	chr12	67	71	79	0
EIF1	chr17	3967	4460	15184	0
EIF1AD	chr11	429	303	363	1
EIF1AX	chrX	520	313	798	1
EIF1AX-AS1	chrX	0	0	1	0
EIF1AXP1	chr1	0	0	41	0
EIF1AXP2	chr14	0	0	0	0
EIF1AY	chrY	241	168	486	0
EIF1B	chr3	873	1087	2541	1
EIF1B-AS1	chr3	39	46	66	0
EIF1P1	chr9	0	0	0	0
EIF1P2	chr1	0	0	0	0
EIF1P3	chr1	0	0	1	0
EIF1P4	chr16	0	0	0	0
EIF1P5	chr17	0	0	0	0
EIF1P6	chr19	0	0	0	0
EIF1P7	chr2	0	0	0	0
EIF2A	chr3	676	568	2988	0
EIF2AK1	chr7	1327	1176	2687	0
EIF2AK2	chr2	804	808	821	1
EIF2AK3	chr2	569	487	1678	1
EIF2AK3-DT	chr2	45	42	61	0
EIF2AK4	chr15	701	498	2043	0
EIF2AP4	chr10	2	0	0	0
EIF2B1	chr12	667	538	997	0
EIF2B2	chr14	286	250	840	0
EIF2B3	chr1	159	116	508	0
EIF2B4	chr2	564	577	977	1
EIF2B5	chr3	701	531	1876	0
EIF2B5-DT	chr3	0	0	0	0
EIF2D	chr1	857	963	2168	0
EIF2S1	chr14	576	591	1099	0
EIF2S2P1	chr14	0	0	0	0
EIF2S2P2	chr3	0	0	0	0
EIF2S2P3	chr10	0	0	1	0
EIF2S2P4	chr2	0	0	75	0
EIF2S2P5	chr1	0	0	0	0
EIF2S2P6	chr11	1	3	0	0
EIF2S2P7	chr2	0	0	0	0
EIF2S3	chrX	1398	1180	5705	0
EIF2S3B	chr12	0	6	6	0
EIF3A	chr10	2256	2481	11976	0
EIF3B	chr7	2192	1774	4518	6
EIF3C	chr16	0	4	666	0
EIF3CL	chr16	0	0	46	0
EIF3D	chr22	1364	1551	7781	2
EIF3E	chr8	1696	1232	12121	1
EIF3EP1	chr6	26	25	62	0
EIF3EP2	chr2	0	0	0	0
EIF3F	chr11	1349	1495	3484	1
EIF3FP1	chr21	0	0	0	0
EIF3FP3	chr2	0	0	2977	0
EIF3G	chr19	2037	1714	4424	2
EIF3H	chr8	248	191	9055	0
EIF3I	chr1	1476	1528	4717	5
EIF3IP1	chr7	0	0	1	0
EIF3J	chr15	236	253	1546	0
EIF3J-DT	chr15	178	85	205	0
EIF3JP1	chrX	0	0	0	0
EIF3K	chr19	1038	863	3896	0
EIF3KP1	chr5	2	3	5	0
EIF3KP2	chr3	0	0	0	0
EIF3KP3	chr4	0	0	0	0
EIF3L	chr22	3395	2972	11098	0
EIF3LP1	chr14	0	0	0	0
EIF3LP2	chr10	1	1	3	0
EIF3LP3	chr10	0	0	0	0
EIF3M	chr11	513	541	5883	1
EIF3MP1	chrX	0	0	0	0
EIF4A1	chr17	7838	7368	15389	2
EIF4A1P1	chr21	0	0	0	0
EIF4A1P10	chrX	2	4	74	0
EIF4A1P11	chr1	0	0	0	0
EIF4A1P12	chr14	0	0	0	0
EIF4A1P13	chr7	0	0	0	0
EIF4A1P2	chrY	0	0	14	0
EIF4A1P3	chr9	0	0	0	0
EIF4A1P4	chr12	0	0	0	0
EIF4A1P5	chr13	3	0	1	0
EIF4A1P6	chr13	0	0	0	0
EIF4A1P7	chr13	0	0	0	0
EIF4A1P8	chr10	0	0	1	0
EIF4A1P9	chr17	0	0	1	0
EIF4A2	chr3	2569	2572	20256	2
EIF4A2P1	chr18	1	4	0	0
EIF4A2P2	chr10	2	2	2	0
EIF4A2P3	chr11	0	0	1	0
EIF4A2P4	chrX	0	0	4	0
EIF4A2P5	chr11	0	0	0	0
EIF4A3	chr17	1079	3564	4178	3
EIF4A3P1	chr18	0	0	0	0
EIF4B	chr12	1460	1389	13124	1
EIF4BP1	chr14	0	0	0	0
EIF4BP2	chr10	0	0	0	0
EIF4BP3	chr9	28	1	18	0
EIF4BP4	chr3	0	0	0	0
EIF4BP5	chr16	0	0	0	0
EIF4BP6	chr7	0	25	28	0
EIF4BP7	chrX	0	2	11	0
EIF4BP8	chr3	0	0	0	0
EIF4BP9	chrX	0	0	0	0
EIF4E	chr4	83	85	1038	0
EIF4E1B	chr5	0	0	0	0
EIF4E2	chr2	573	472	2365	0
EIF4E2P2	chr3	0	10	1	0
EIF4E3	chr3	61	74	288	0
EIF4EBP1	chr8	961	1050	1544	0
EIF4EBP1P1	chr14	0	1	0	0
EIF4EBP2	chr10	1933	1854	4194	0
EIF4EBP2P2	chr15	0	1	0	0
EIF4EBP2P3	chr6	0	0	0	0
EIF4EBP3	chr5	57	70	230	0
EIF4ENIF1	chr22	376	407	1451	0
EIF4EP2	chr17	0	0	20	1
EIF4EP3	chr3	0	0	0	0
EIF4EP4	chr7	0	0	0	0
EIF4EP5	chr8	0	0	0	0
EIF4G1	chr3	3292	3070	15958	2
EIF4G2	chr11	3967	4537	36690	2
EIF4G3	chr1	1248	1364	4825	2
EIF4H	chr7	2749	1317	7870	0
EIF4HP1	chr7	0	0	28	0
EIF4HP2	chr22	34	21	3	0
EIF5	chr14	2072	2272	5241	1
EIF5A	chr17	1444	1423	6628	0
EIF5A2	chr3	84	108	63	0
EIF5A2P1	chr15	0	0	0	0
EIF5AL1	chr10	12	0	21	0
EIF5AP2	chr17	0	0	0	0
EIF5AP3	chr19	0	0	1	0
EIF5AP4	chr10	0	0	2	0
EIF5B	chr2	522	471	2455	0
EIF5P1	chrX	0	0	0	0
EIF5P2	chrX	0	0	0	0
EIPR1	chr2	223	553	519	0
EIPR1-IT1	chr2	1	0	0	0
ELAC1	chr18	42	26	125	0
ELAC2	chr17	1143	618	938	1
ELANE	chr19	0	0	0	0
ELAPOR1	chr1	11	1	17	0
ELAPOR2	chr7	455	821	3533	2
ELAVL1	chr19	887	873	3726	0
ELAVL2	chr9	21	16	120	0
ELAVL3	chr19	10	31	69	0
ELAVL4	chr1	2	6	8	0
ELAVL4-AS1	chr1	0	0	0	0
ELDR	chr7	0	1	0	0
ELF1	chr13	295	289	1296	0
ELF2	chr4	409	410	2460	0
ELF2P1	chrX	0	0	10	0
ELF2P3	chr9	0	0	0	0
ELF2P4	chr2	4	1	2	0
ELF3	chr1	403	360	1047	0
ELF3-AS1	chr1	202	189	401	0
ELF4	chrX	728	1288	1780	1
ELF5	chr11	3	1	0	0
ELFN1	chr7	755	309	710	0
ELFN1-AS1	chr7	1	2	2	0
ELFN2	chr22	175	129	337	0
ELK1	chrX	433	410	1582	0
ELK1P1	chr7	0	0	0	0
ELK2AP	chr14	0	0	0	0
ELK2BP	chr14	0	0	0	0
ELK3	chr12	275	353	1779	0
ELK4	chr1	527	616	2022	0
ELL	chr19	305	308	515	0
ELL2	chr5	309	174	1286	0
ELL2P1	chr1	2	2	4	0
ELL2P2	chr4	0	0	0	0
ELL2P3	chr13	0	0	0	0
ELL2P4	chrX	0	0	0	0
ELL3	chr15	65	81	95	0
ELMO1	chr7	231	269	1001	0
ELMO1-AS1	chr7	0	0	0	0
ELMO2P1	chr15	0	0	8	0
ELMO3	chr16	116	304	439	0
ELMOD1	chr11	31	18	83	0
ELMOD2	chr4	342	271	609	0
ELMOD3	chr2	304	233	451	0
ELN	chr7	1284	790	1500	1
ELN-AS1	chr7	0	3	3	0
ELOA	chr1	1078	1219	2028	1
ELOA-AS1	chr1	208	140	192	0
ELOA2	chr18	2	1	2	0
ELOA3	chr18	0	0	0	0
ELOA3B	chr18	0	0	0	0
ELOA3CP	chr18	0	0	0	0
ELOA3D	chr18	0	0	0	0
ELOAP1	chr2	0	0	0	0
ELOB	chr16	111	58	4828	0
ELOBP1	chr13	0	0	0	0
ELOBP2	chr11	0	0	0	0
ELOBP3	chr2	0	0	0	0
ELOBP4	chr10	0	0	0	0
ELOC	chr8	298	308	757	0
ELOCP10	chrY	0	0	0	0
ELOCP11	chrY	0	0	0	0
ELOCP12	chrY	0	0	0	0
ELOCP13	chrY	0	0	0	0
ELOCP14	chrY	0	0	0	0
ELOCP15	chrY	0	0	0	0
ELOCP16	chrY	0	0	0	0
ELOCP17	chrY	0	0	0	0
ELOCP18	chr1	0	0	0	0
ELOCP19	chr1	54	48	1	0
ELOCP2	chr15	0	0	6	0
ELOCP20	chr1	0	0	0	0
ELOCP21	chr2	0	0	0	0
ELOCP22	chr11	0	0	0	0
ELOCP23	chr13	0	0	0	0
ELOCP24	chrY	0	0	0	0
ELOCP26	chrY	0	0	0	0
ELOCP27	chr18	0	0	0	0
ELOCP28	chr19	0	0	0	0
ELOCP29	chr19	0	0	0	0
ELOCP3	chr10	0	0	0	0
ELOCP30	chr10	0	0	0	0
ELOCP31	chr12	0	0	2	0
ELOCP32	chr12	0	0	0	0
ELOCP33	chr4	1	0	0	0
ELOCP34	chrY	0	0	0	0
ELOCP35	chrY	0	0	0	0
ELOCP36	chrY	0	0	0	0
ELOCP4	chrY	0	0	0	0
ELOCP5	chrY	0	0	0	0
ELOCP6	chrY	0	0	0	0
ELOCP7	chrY	0	0	0	0
ELOCP8	chrY	0	0	0	0
ELOCP9	chrY	0	0	0	0
ELOF1	chr19	481	394	311	1
ELOVL1	chr1	392	379	862	0
ELOVL2	chr6	135	234	140	0
ELOVL2-AS1	chr6	10	2	3	0
ELOVL3	chr10	15	18	10	0
ELOVL4	chr6	24	21	175	0
ELOVL5	chr6	1440	1183	1105	2
ELOVL6	chr4	341	411	1239	0
ELOVL7	chr5	15	21	55	0
ELP1	chr9	1288	1812	1604	3
ELP2	chr18	905	606	2067	0
ELP3	chr8	348	403	875	0
ELP4	chr11	150	166	394	0
ELP5	chr17	486	426	1524	0
ELP6	chr3	478	259	315	0
ELSPBP1	chr19	1	0	0	0
EMB	chr5	29	4	49	0
EMBP1	chr1	0	0	10	0
EMC1	chr1	1002	1065	1703	2
EMC1-AS1	chr1	25	9	20	0
EMC10	chr19	22266	22538	31609	27
EMC2	chr8	194	202	1022	0
EMC3	chr3	147	148	1478	0
EMC3-AS1	chr3	40	14	139	0
EMC4	chr15	277	212	1490	0
EMC6	chr17	201	229	709	1
EMC7	chr15	381	340	1075	0
EMC8	chr16	622	617	216	1
EMC9	chr14	284	232	561	0
EMCN	chr4	23	43	50	0
EMD	chrX	1199	1142	2132	0
EME1	chr17	279	529	427	0
EME2	chr16	2535	2424	1260	4
EMG1	chr12	704	846	1900	0
EMID1	chr22	342	313	675	0
EMILIN1	chr2	8289	7065	12331	2
EMILIN2	chr18	1100	1050	865	0
EML1	chr14	323	445	1233	0
EML2	chr19	323	293	682	0
EML2-AS1	chr19	10	3	33	0
EML3	chr11	796	673	3512	2
EML4	chr2	1086	1173	4853	1
EML4-AS1	chr2	32	52	0	0
EML5	chr14	49	58	238	0
EML6	chr2	49	124	165	0
EML6-AS1	chr2	0	0	0	0
EMP1	chr12	591	569	438	0
EMP2	chr16	1585	1429	940	0
EMP2P1	chr2	0	0	3	0
EMP3	chr19	1123	1269	2038	2
EMSLR	chr7	110	71	116	0
EMSY	chr11	225	250	1612	0
EMX1	chr2	29	68	136	0
EMX2	chr10	0	2	1	0
EMX2OS	chr10	0	1	0	0
EN1	chr2	4	12	2	0
EN2	chr7	4	4	0	0
ENAH	chr1	1042	1033	3165	1
ENAM	chr4	0	1	1	0
ENC1	chr5	4368	4295	5649	6
ENDOD1	chr11	445	279	458	0
ENDOG	chr9	483	597	273	0
ENDOU	chr12	6	7	35	0
ENDOV	chr17	396	310	437	0
ENG	chr9	3336	3267	4429	1
ENGASE	chr17	1913	638	968	0
ENHO	chr9	5	10	81	0
ENKD1	chr16	265	264	465	0
ENKUR	chr10	0	4	2	0
ENO1	chr1	21946	25058	15985	39
ENO1-AS1	chr1	1	14	10	0
ENO1P1	chr1	31	31	17	0
ENO1P2	chr15	1	0	0	0
ENO1P3	chr3	0	0	0	0
ENO1P4	chr2	177	163	71	0
ENO2	chr12	1498	2765	8906	0
ENO3	chr17	514	483	10042	0
ENO4	chr10	19	16	28	0
ENOPH1	chr4	234	211	564	0
ENOSF1	chr18	2732	1879	2342	12
ENOX1	chr13	111	84	493	0
ENOX1-AS1	chr13	1	0	0	0
ENOX1-AS2	chr13	0	0	0	0
ENOX2	chrX	56	37	258	0
ENPEP	chr4	147	293	676	0
ENPP1	chr6	52	39	128	0
ENPP2	chr8	236	246	367	0
ENPP3	chr6	13	11	30	0
ENPP4	chr6	26	30	188	0
ENPP5	chr6	26	127	98	0
ENPP6	chr4	12	8	12	0
ENPP7	chr17	15	10	11	0
ENPP7P1	chr8	0	0	1	0
ENPP7P10	chr4	0	0	6	0
ENPP7P11	chr4	15	1	10	0
ENPP7P12	chr8	7	1	0	0
ENPP7P13	chr16	0	0	0	0
ENPP7P14	chr16	1	3	10	0
ENPP7P2	chr3	1	2	0	0
ENPP7P3	chr3	0	0	0	0
ENPP7P4	chr3	5	1	16	0
ENPP7P5	chr12	2	3	0	0
ENPP7P6	chr8	0	0	0	0
ENPP7P7	chr11	0	0	1	0
ENPP7P8	chr11	2	5	1	0
ENPP7P9	chr4	0	1	1	0
ENSA	chr1	1195	1389	2506	1
ENSAP2	chr14	6	0	32	0
ENSAP3	chr2	0	0	0	0
ENSG00000207922	chr3	0	0	0	0
ENSG00000221184	chr10	0	0	0	0
ENSG00000221753	chr8	0	0	0	0
ENSG00000263963	chr5	0	0	0	0
ENSG00000264063	chr21	0	0	0	0
ENSG00000264341	chr1	0	0	0	0
ENSG00000264574	chr10	0	0	0	0
ENSG00000264834	chr1	0	0	0	0
ENSG00000264881	chr1	0	0	0	0
ENSG00000265028	chr3	0	0	0	0
ENSG00000265031	chr17	0	0	0	0
ENSG00000265061	chr12	0	0	0	0
ENSG00000265421	chr5	0	0	0	0
ENSG00000265815	chr1	0	0	0	0
ENSG00000266188	chr1	0	0	0	0
ENSG00000266270	chr4	0	0	0	0
ENSG00000266802	chr1	0	0	0	0
ENSG00000275110	chrX	0	0	0	0
ENSG00000275493	chr9	0	0	3	0
ENSG00000277437	chr21	0	0	0	0
ENSG00000278791	chr1	0	0	0	0
ENSG00000279049	chr1	3	1	2	0
ENSG00000279336	chr9	0	0	0	0
ENSG00000279413	chrX	68	83	37	0
ENSG00000279724	chr7	0	0	0	0
ENSG00000280004	chr7	0	0	0	0
ENSG00000280249	chrX	0	0	0	0
ENSG00000280404	chr7	0	0	0	0
ENSG00000280454	chr16	0	0	0	0
ENSG00000280494	chr14	0	0	0	0
ENSG00000280773	chr11	0	0	0	0
ENSG00000280836	chr1	0	0	0	0
ENSG00000280968	chr22	0	0	0	0
ENSG00000281112	chr1	0	0	0	0
ENSG00000281133	chr1	0	0	0	0
ENSG00000281269	chr15	0	0	0	0
ENSG00000281369	chr4	0	0	0	0
ENSG00000281420	chr21	0	0	0	0
ENSG00000281825	chr1	0	0	0	0
ENSG00000283704	chr11	0	0	0	0
ENSG00000283886	chr9	0	0	3	0
ENSG10010134101.1	chr6	0	0	0	0
ENSG10010134112.1	chr6	0	0	0	0
ENSG10010134114.1	chr5	0	0	0	0
ENSG10010134141.1	chr16	0	0	0	0
ENSG10010134144.1	chr13	0	0	0	0
ENSG10010134172.1	chr1	0	0	0	0
ENSG10010134176.1	chr12	0	0	0	0
ENSG10010134178.1	chr6	1	0	3	0
ENSG10010134187.1	chr2	0	0	0	0
ENSG10010134193.1	chr9	0	0	0	0
ENSG10010134213.1	chr19	0	0	0	0
ENSG10010134216.1	chr16	0	0	0	0
ENSG10010134220.1	chr5	0	0	0	0
ENSG10010134238.1	chrX	0	0	0	0
ENSG10010134239.1	chr2	0	0	0	0
ENSG10010134248.1	chr12	0	0	0	0
ENSG10010134272.1	chrX	0	0	0	0
ENSG10010134276.1	chr11	0	0	0	0
ENSG10010134286.1	chr2	0	0	0	0
ENSG10010134301.1	chr16	0	0	0	0
ENSG10010134304.1	chr16	0	0	0	0
ENSG10010134316.1	chr17	0	0	0	0
ENSG10010134337.1	chr10	0	0	0	0
ENSG10010134366.1	chr2	0	0	0	0
ENSG10010134374.1	chr14	0	0	0	0
