gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
JAKMIP1	chr4	9	3	11	0
JAKMIP2	chr5	236	221	473	0
JAKMIP2-AS1	chr5	37	35	35	0
JAKMIP3	chr10	99	153	204	1
JAM2	chr21	65	65	131	0
JAM3	chr11	1254	1334	2006	0
JAML	chr11	31	19	50	0
JARID2	chr6	952	1116	2278	1
JARID2-AS1	chr6	1	0	6	0
JARID2-DT	chr6	1	13	10	0
JAZF1	chr7	126	107	217	0
JAZF1-AS1	chr7	2	0	1	0
JCAD	chr10	1420	882	1473	0
JCADP1	chr21	0	0	0	0
JCHAIN	chr4	1	1	1	0
JCHAINP1	chr8	0	0	0	0
JDP2	chr14	1098	1145	1242	2
JHY	chr11	90	149	136	0
JKAMP	chr14	490	614	1595	0
JKAMPP1	chr9	0	0	0	0
JMJD1C	chr10	759	830	7757	0
JMJD1C-AS1	chr10	46	23	25	0
JMJD4	chr1	543	634	572	0
JMJD6	chr17	383	518	1226	0
JMJD7	chr15	246	1695	2878	38
JMJD7-PLA2G4B	chr15	737	4100	16720	50
JMJD8	chr16	1513	1633	1442	1
JMY	chr5	647	637	1068	0
JOSD1	chr22	1778	1569	4292	1
JOSD2	chr19	35	51	777	0
JPH1	chr8	71	59	264	0
JPH3	chr16	94	52	96	0
JPH4	chr14	484	394	1722	0
JPT1	chr17	484	543	2866	0
JPT1P1	chr2	0	0	0	0
JPT2	chr16	1116	1302	1329	1
JPX	chrX	407	126	468	0
JRK	chr8	982	880	1256	1
JRKL	chr11	59	83	378	1
JRKL-AS1	chr11	0	0	0	0
JSRP1	chr19	5	7	1765	0
JTB	chr1	711	735	2901	1
JTBP1	chr22	0	0	0	0
JUN	chr1	8684	10945	47518	9
JUNB	chr19	11180	10523	44369	5
JUND	chr19	2754	2997	20546	19
JUP	chr17	3931	3708	10273	2
KAAG1	chr6	3	3	24	0
KALRN	chr3	1063	1172	3126	0
KANK1	chr9	1695	3361	4392	1
KANK2	chr19	3130	3231	4350	6
KANK3	chr19	390	306	328	0
KANK4	chr1	824	652	638	1
KANSL1	chr17	1	1	469	0
KANSL1-AS1	chr17	0	0	4	0
KANSL1L	chr2	204	220	704	0
KANSL1L-AS1	chr2	21	7	21	0
KANSL2	chr12	604	1058	1870	1
KANSL3	chr2	1591	1761	4402	0
KANTR	chrX	394	333	491	0
KARS1	chr16	1506	1472	4358	0
KARS1P1	chr13	0	0	0	0
KARS1P2	chr13	2	1	18	0
KARS1P3	chr16	0	0	0	0
KASH5	chr19	0	5	2	0
KAT2A	chr17	2612	2950	6886	3
KAT2B	chr3	222	217	741	0
KAT5	chr11	930	865	2228	0
KAT6A	chr8	1014	1106	3721	1
KAT6B	chr10	656	586	4375	0
KAT7	chr17	836	770	1790	0
KAT7P1	chrX	3	0	3	0
KAT8	chr16	562	575	2543	1
KATNA1	chr6	300	334	781	0
KATNAL1	chr13	245	290	636	0
KATNAL2	chr18	71	33	35	0
KATNB1	chr16	485	518	834	0
KATNBL1	chr15	130	248	1311	1
KATNBL1P1	chr13	0	0	0	0
KATNBL1P2	chr1	0	0	0	0
KATNBL1P3	chr18	0	0	1	0
KATNBL1P4	chr5	0	0	0	0
KATNBL1P5	chr6	0	0	0	0
KATNBL1P6	chr6	0	0	0	0
KATNIP	chr16	740	641	661	1
KAZALD1	chr10	299	118	253	0
KAZN	chr1	1460	1506	1752	0
KAZN-AS1	chr1	0	0	0	0
KB-1000E4.2	chr8	0	0	0	0
KB-1027C11.4	chr22	0	0	47	0
KB-1042C11.5	chr8	6	22	25	0
KB-1043D8.6	chr8	1	2	1	0
KB-1043D8.8	chr8	0	0	0	0
KB-1073A2.1	chr8	0	0	0	0
KB-1083B1.1	chr8	0	0	0	0
KB-1090H4.2	chr8	0	0	0	0
KB-1107E3.1	chr8	43	13	5	0
KB-1125A3.10	chr22	0	0	0	0
KB-1125A3.11	chr22	0	0	2	0
KB-1125A3.12	chr22	0	0	7	0
KB-1183D5.14	chr22	0	0	0	0
KB-1183D5.16	chr22	0	0	0	0
KB-1184D12.1	chr8	0	1	0	0
KB-1205A7.1	chr8	0	0	1	0
KB-1205A7.2	chr8	1	0	0	0
KB-1208A12.3	chr8	213	203	4493	3
KB-1247B1.1	chr8	1	0	0	0
KB-1254G8.1	chr8	0	1	1	0
KB-1269D1.8	chr22	0	0	78	0
KB-1299A7.2	chr8	0	0	0	0
KB-1303B4.3	chr8	0	0	0	0
KB-1303B4.4	chr8	0	0	1	0
KB-1410C5.1	chr8	0	0	0	0
KB-1410C5.3	chr8	0	0	0	0
KB-1410C5.4	chr8	0	0	0	0
KB-1410C5.5	chr8	0	0	10	0
KB-1410C5.6	chr8	0	0	0	0
KB-1433G4.1	chr8	0	0	0	0
KB-1440D3.13	chr22	4	22	5	0
KB-1440D3.14	chr22	2	1	1	0
KB-1440D3.15	chr22	3	8	0	0
KB-1440D3.16	chr22	6	26	6	0
KB-1440D3.17	chr22	0	0	0	0
KB-1440D3.18	chr22	0	0	0	0
KB-1440D3.19	chr22	0	0	0	0
KB-1440D3.20	chr22	0	0	2	0
KB-1440D3.21	chr22	4	4	7	0
KB-1448A5.1	chr8	0	0	0	0
KB-1460A1.1	chr8	0	0	0	0
KB-1460A1.2	chr8	0	0	0	0
KB-1460A1.3	chr8	0	0	2	0
KB-1466C5.1	chr21	0	0	0	0
KB-1471A8.1	chr8	0	1	13	0
KB-1471A8.3	chr8	1	3	1	0
KB-1507C5.3	chr8	2	0	0	0
KB-1517D11.2	chr8	0	0	0	0
KB-1517D11.3	chr8	0	0	0	0
KB-1517D11.4	chr8	0	1	1	0
KB-152G3.2	chr6	1	1	1	0
KB-1552D7.2	chr8	0	0	0	0
KB-1562D12.1	chr8	0	0	0	0
KB-1562D12.2	chr8	0	0	0	0
KB-1562D12.3	chr8	0	0	0	0
KB-1568E2.1	chr8	0	0	0	0
KB-1572B10.1	chr21	0	0	0	0
KB-1572B10.2	chr21	0	0	0	0
KB-1572G7.3	chr22	54	1	7	0
KB-1572G7.4	chr22	1	0	0	0
KB-1572G7.5	chr22	0	0	0	0
KB-1582A10.1	chr8	0	0	0	0
KB-1582A10.2	chr8	0	0	0	0
KB-1589B1.4	chr8	0	0	0	0
KB-1592A4.14	chr22	0	0	0	0
KB-1592A4.15	chr22	0	0	5	0
KB-1592A4.16	chr22	0	0	0	0
KB-1608C10.2	chr8	96	80	9	0
KB-1615E4.2	chr8	1	0	0	0
KB-1615E4.3	chr8	0	0	0	0
KB-1622E1.1	chr21	0	0	0	0
KB-1639H6.2	chr8	0	0	0	0
KB-1670H7.1	chr8	0	0	0	0
KB-1683C8.1	chr8	0	0	0	0
KB-1683C8.2	chr8	0	0	11	0
KB-173C10.1	chr8	1	2	2	0
KB-173C10.2	chr8	0	0	0	0
KB-1742H10.3	chr8	4	9	12	0
KB-176G8.1	chr21	2	0	0	0
KB-1836B5.1	chr8	9	21	7	0
KB-1836B5.4	chr8	3	3	1	0
KB-1836B5.5	chr8	7	3	14	0
KB-1907C4.2	chr8	0	0	0	0
KB-1930G5.4	chr8	0	0	0	0
KB-1958F4.1	chr8	1	0	0	0
KB-1958F4.2	chr8	0	1	0	0
KB-1980E6.2	chr8	1	0	0	0
KB-1980E6.3	chr8	0	0	1	0
KB-1991G8.1	chr8	0	0	1	0
KB-1995A5.4	chr22	0	0	0	0
KB-1995A5.5	chr22	12	4	52	0
KB-1995A5.6	chr22	575	425	2815	0
KB-2007G4.1	chr21	0	0	0	0
KB-2042G5.1	chr21	0	0	0	0
KB-208E9.1	chr22	17	0	3	0
KB-208E9.3	chr22	0	0	0	0
KB-218C10.1	chr21	0	0	1	0
KB-226F1.2	chr22	0	0	0	0
KB-288A10.17	chr22	0	0	0	0
KB-288A10.19	chr22	0	0	0	0
KB-318B8.7	chr22	3	1	8	0
KB-431C1.5	chr8	57	209	57	0
KB-67B5.12	chr22	0	0	0	0
KB-67B5.17	chr22	0	0	0	0
KB-67B5.18	chr22	0	0	0	0
KB-68A7.1	chr21	9	21	83	0
KB-68A7.2	chr21	0	3	1	0
KB-7G2.8	chr22	0	0	0	0
KB-7G2.9	chr22	0	0	0	0
KB-836E9.1	chr21	0	9	1	0
KBTBD11	chr8	0	0	7	0
KBTBD11-OT1	chr8	0	0	2458	0
KBTBD12	chr3	0	1	1	0
KBTBD13	chr15	4	3	7	0
KBTBD2	chr7	1194	1081	5751	1
KBTBD3	chr11	24	18	47	0
KBTBD4	chr11	219	186	1096	0
KBTBD6	chr13	149	148	255	0
KBTBD7	chr13	93	125	261	0
KBTBD8	chr3	25	50	116	0
KC6	chr18	421	1069	634	0
KCCAT198	chr12	0	0	0	0
KCMF1	chr2	343	285	3093	1
KCNA1	chr12	10	16	15	0
KCNA10	chr1	0	0	0	0
KCNA2	chr1	17	14	35	0
KCNA3	chr1	1	1	4	0
KCNA4	chr11	18	15	90	0
KCNA5	chr12	100	104	588	0
KCNA6	chr12	87	66	197	1
KCNA7	chr19	10	19	22	0
KCNAB1	chr3	5	13	22	0
KCNAB1-AS1	chr3	0	0	0	0
KCNAB1-AS2	chr3	0	0	0	0
KCNAB2	chr1	576	365	469	2
KCNAB3	chr17	293	189	519	0
KCNB2	chr8	2	2	4	0
KCNC1	chr11	19	14	38	0
KCNC2	chr12	0	0	0	0
KCNC3	chr19	219	279	620	1
KCNC4	chr1	516	461	494	0
KCND1	chrX	276	397	687	0
KCND2	chr7	30	10	64	0
KCND3	chr1	11	33	58	0
KCND3-AS1	chr1	0	0	0	0
KCND3-IT1	chr1	0	1	0	0
KCNE1	chr21	4	3	1	0
KCNE1B	chr21	6	1	0	0
KCNE2	chr21	13	14	29	0
KCNE3	chr11	70	87	150	0
KCNE4	chr2	885	463	888	0
KCNE5	chrX	29	54	130	0
KCNF1	chr2	29	16	301	0
KCNG2	chr18	3	9	1	0
KCNG3	chr2	0	2	10	0
KCNG4	chr16	0	0	0	0
KCNH1	chr1	7	11	24	0
KCNH1-IT1	chr1	0	0	0	0
KCNH2	chr7	1348	990	2182	0
KCNH3	chr12	24	32	165	0
KCNH4	chr17	2	3	1	0
KCNH5	chr14	0	7	11	0
KCNH6	chr17	12	5	17	0
KCNH7	chr2	93	48	318	0
KCNH7-AS1	chr2	0	0	0	0
KCNH8	chr3	14	21	78	0
KCNIP1	chr5	256	193	140	0
KCNIP1-AS1	chr5	1	0	0	0
KCNIP1-OT1	chr5	0	0	0	0
KCNIP2	chr10	25	32	178	0
KCNIP2-AS1	chr10	9	4	51	0
KCNIP3	chr2	244	492	322	4
KCNIP4	chr4	25	55	89	0
KCNIP4-IT1	chr4	0	0	0	0
KCNJ1	chr11	1	4	4	0
KCNJ10	chr1	4	2	8	0
KCNJ11	chr11	40	39	23	0
KCNJ12	chr17	46	34	98	0
KCNJ13	chr2	2	3	26	0
KCNJ14	chr19	137	76	191	0
KCNJ15	chr21	1	2	13	0
KCNJ16	chr17	19	21	15	0
KCNJ18	chr17	0	0	0	0
KCNJ2	chr17	89	135	178	0
KCNJ2-AS1	chr17	29	16	20	0
KCNJ3	chr2	37	58	296	0
KCNJ4	chr22	33	23	90	0
KCNJ5	chr11	100	244	295	0
KCNJ6	chr21	1	1	1	0
KCNJ6-AS1	chr21	0	0	1	0
KCNJ8	chr12	96	108	374	0
KCNJ9	chr1	1	3	3	0
KCNK1	chr1	186	130	147	0
KCNK10	chr14	5	4	1	0
KCNK12	chr2	12	5	14	0
KCNK13	chr14	1	2	1	0
KCNK16	chr6	0	0	0	0
KCNK17	chr6	2	0	0	0
KCNK18	chr10	0	0	0	0
KCNK2	chr1	2	3	17	0
KCNK3	chr2	105	130	200	0
KCNK4	chr11	2	0	1	0
KCNK4-TEX40	chr11	4	6	5	0
KCNK5	chr6	103	75	62	0
KCNK6	chr19	903	405	2161	0
KCNK7	chr11	9	7	27	0
KCNK9	chr8	3	2	10	0
KCNMA1	chr10	59	55	160	0
KCNMA1-AS1	chr10	1	0	5	0
KCNMA1-AS2	chr10	0	0	0	0
KCNMA1-AS3	chr10	0	0	0	0
KCNMB1	chr5	17	32	34	0
KCNMB2	chr3	15	9	22	0
KCNMB2-AS1	chr3	9	167	119	0
KCNMB3	chr3	144	106	462	0
KCNMB3P1	chr22	1	0	4	0
KCNMB4	chr12	274	229	392	1
KCNN1	chr19	132	59	555	0
KCNN2	chr5	88	78	335	0
KCNN3	chr1	119	69	357	0
KCNN4	chr19	1	47	33	0
KCNQ1	chr11	191	172	343	0
KCNQ1-AS1	chr11	0	0	0	0
KCNQ1DN	chr11	0	0	0	0
KCNQ1OT1	chr11	1381	1123	1822	1
KCNQ3	chr8	16	3	19	0
KCNQ4	chr1	20	61	87	1
KCNQ5	chr6	59	32	106	0
KCNQ5-AS1	chr6	0	0	7	0
KCNRG	chr13	33	29	62	0
KCNS2	chr8	2	0	3	0
KCNS3	chr2	96	249	543	0
KCNT1	chr9	40	132	66	0
KCNT2	chr1	112	43	524	0
KCNU1	chr8	0	0	1	0
KCNV1	chr8	12	3	12	0
KCNV2	chr9	1	3	0	0
KCP	chr7	2227	942	1124	2
KCTD1	chr18	56	76	521	0
KCTD10	chr12	1183	1383	2964	2
KCTD10P1	chr9	0	0	0	0
KCTD11	chr17	500	675	982	1
KCTD12	chr13	657	598	2305	1
KCTD13	chr16	347	329	495	0
KCTD14	chr11	78	57	187	0
KCTD15	chr19	1665	1291	2088	2
KCTD16	chr5	131	164	292	1
KCTD17	chr22	505	639	1336	1
KCTD18	chr2	208	243	385	0
KCTD19	chr16	6	13	25	0
KCTD2	chr17	810	793	955	0
KCTD20	chr6	1769	1330	2273	1
KCTD21	chr11	159	120	117	0
KCTD21-AS1	chr11	57	98	106	1
KCTD3	chr1	873	872	2149	0
KCTD4	chr13	3	1	8	0
KCTD5	chr16	584	607	617	2
KCTD5P1	chr2	0	3	1	0
KCTD6	chr3	30	55	489	0
KCTD7	chr7	650	596	845	0
KCTD8	chr4	81	95	84	0
KCTD9	chr8	175	138	934	0
KCTD9P1	chr17	0	0	0	0
KCTD9P2	chrX	0	0	3	0
KCTD9P3	chr9	0	0	1	0
KCTD9P4	chr11	5	19	33	0
KCTD9P5	chr5	0	0	0	0
KCTD9P6	chr8	0	2	0	0
KDELC1P1	chr5	2	0	5	0
KDELR1	chr19	2594	2738	11421	8
KDELR2	chr7	2946	3111	8599	2
KDELR3	chr22	735	770	666	0
KDF1	chr1	27	54	41	0
KDM1A	chr1	2087	1686	5747	1
KDM1B	chr6	157	193	1079	0
KDM2A	chr11	2757	2486	10781	1
KDM2B	chr12	874	786	2455	0
KDM2B-DT	chr12	2	0	12	0
KDM3A	chr2	2192	2066	5383	1
KDM3AP1	chr2	2	0	1	0
KDM3B	chr5	1701	1702	7155	2
KDM4A	chr1	1162	1062	3296	3
KDM4A-AS1	chr1	108	44	586	0
KDM4B	chr19	1843	2335	3108	0
KDM4C	chr9	470	482	648	0
KDM4D	chr11	31	49	88	0
KDM4E	chr11	0	0	0	0
KDM4F	chr11	0	0	0	0
KDM5A	chr12	967	936	4565	1
KDM5B	chr1	2984	2883	8670	4
KDM5C	chrX	1571	1359	10998	2
KDM5C-IT1	chrX	1	2	3	0
KDM5D	chrY	1853	802	2681	1
KDM5DP1	chrY	0	0	0	0
KDM6A	chrX	401	419	3571	0
KDM6B	chr17	2459	2601	8870	0
KDM7A	chr7	363	376	1352	0
KDM7A-DT	chr7	55	34	51	0
KDM8	chr16	131	221	169	0
KDR	chr4	3779	3554	16133	2
KDSR	chr18	476	418	1317	0
KDSR-DT	chr18	39	31	9	0
KEAP1	chr19	671	758	2825	0
KEL	chr7	0	0	490	0
KERA	chr12	0	0	2	0
KHDC1	chr6	133	106	223	0
KHDC1L	chr6	8	3	1	0
KHDC1P1	chr6	0	0	0	0
KHDC3L	chr6	0	11	7	0
KHDC4	chr1	1156	1276	2612	0
KHDRBS1	chr1	1150	1065	12862	0
KHDRBS2	chr6	10	5	31	0
KHDRBS2-OT1	chr6	6	1	0	0
KHDRBS3	chr8	37	71	1910	0
KHK	chr2	133	104	185	0
KHNYN	chr14	2576	2317	6785	0
KHSRP	chr19	3384	3050	11347	1
KHSRPP1	chr9	0	0	0	0
KIAA0040	chr1	157	169	419	0
KIAA0087	chr7	4	0	0	0
KIAA0100	chr17	3039	3005	7634	3
KIAA0232	chr4	735	716	3211	0
KIAA0319	chr6	10	24	25	0
KIAA0319L	chr1	1058	1046	2556	1
KIAA0408	chr6	46	19	43	0
KIAA0513	chr16	145	274	169	1
KIAA0586	chr14	303	295	741	0
KIAA0753	chr17	559	538	823	1
KIAA0825	chr5	54	72	61	0
KIAA0895	chr7	197	240	377	0
KIAA0895L	chr16	1604	1646	4016	1
KIAA0895LP1	chr18	6	3	7	0
KIAA0930	chr22	681	1109	730	0
KIAA1109	chr4	1088	903	5764	1
KIAA1143	chr3	282	260	1030	0
KIAA1143P1	chr14	0	0	6	0
KIAA1143P2	chr3	0	0	0	0
KIAA1191	chr5	2226	1824	1789	3
KIAA1210	chrX	15	8	26	0
KIAA1217	chr10	1498	1491	2939	0
KIAA1328	chr18	270	307	386	0
KIAA1522	chr1	2394	2159	1895	4
KIAA1549	chr7	877	809	802	0
KIAA1549L	chr11	13	31	33	0
KIAA1586	chr6	172	148	236	0
KIAA1614	chr1	164	160	224	0
KIAA1614-AS1	chr1	25	45	50	0
KIAA1671	chr22	650	763	663	1
KIAA1671-AS1	chr22	3	9	3	0
KIAA1841	chr2	259	291	413	0
KIAA1958	chr9	364	551	819	3
KIAA2012	chr2	10	5	12	0
KIAA2012-AS1	chr2	7	1	1	0
KIAA2013	chr1	732	726	2405	1
KIAA2026	chr9	769	641	1345	4
KIDINS220	chr2	1887	1634	5975	1
KIF11	chr10	285	293	1570	0
KIF12	chr9	132	139	400	0
KIF13A	chr6	1234	1553	4041	1
KIF13B	chr8	425	490	606	1
KIF14	chr1	210	208	356	0
KIF15	chr3	228	206	877	0
KIF17	chr1	32	152	171	0
KIF18A	chr11	195	170	460	0
KIF18B	chr17	659	636	1071	1
KIF18B-DT	chr17	0	0	0	0
KIF18BP1	chr16	0	0	0	0
KIF19	chr17	18	8	7	0
KIF19BP	chr7	2	0	0	0
KIF1A	chr2	1396	220	1021	1
KIF1B	chr1	1436	1410	4613	1
KIF1C	chr17	2345	2505	5893	18
KIF1C-AS1	chr17	0	0	17	0
KIF20A	chr5	382	422	3278	0
KIF20B	chr10	204	192	603	0
KIF21A	chr12	1162	1640	4725	0
KIF21B	chr1	418	719	1286	1
KIF22	chr16	1420	1366	1857	0
KIF23	chr15	368	248	1532	0
KIF24	chr9	113	100	225	0
KIF25	chr6	1	0	2	0
KIF25-AS1	chr6	2	0	0	0
KIF26A	chr14	1188	883	1252	4
KIF26B	chr1	159	123	1082	0
KIF26B-AS1	chr1	1	0	0	0
KIF27	chr9	72	183	456	0
KIF28P	chr1	1	8	3	0
KIF2A	chr5	404	421	2876	0
KIF2B	chr17	0	0	0	0
KIF2C	chr1	487	542	1176	0
KIF3A	chr5	161	151	803	0
KIF3AP1	chr3	0	2	0	0
KIF3C	chr2	550	612	1523	1
KIF4A	chrX	100	140	1355	0
KIF4B	chr5	0	0	1	0
KIF4CP	chrX	0	0	0	0
KIF5A	chr12	27	42	135	0
KIF5B	chr10	1038	938	8971	1
KIF5C	chr2	25	21	109	0
KIF5C-AS1	chr2	0	0	0	0
KIF6	chr6	25	23	26	0
KIF7	chr15	614	644	1566	0
KIF9	chr3	132	95	227	0
KIF9-AS1	chr3	140	118	177	0
KIFAP3	chr1	453	320	1199	0
KIFBP	chr10	217	180	904	0
KIFC1	chr6	0	0	935	0
KIFC2	chr8	967	916	1509	1
KIFC3	chr16	864	951	2431	0
KIN	chr10	256	170	776	0
KIR2DL1	chr19	0	0	0	0
KIR2DL3	chr19	0	0	0	0
KIR2DL4	chr19	0	0	0	0
KIR2DP1	chr19	0	0	0	0
KIR2DS4	chr19	0	0	0	0
KIR3DL1	chr19	0	0	0	0
KIR3DL2	chr19	0	0	0	0
KIR3DL3	chr19	0	0	0	0
KIR3DP1	chr19	0	0	0	0
KIR3DX1	chr19	0	0	0	0
KIRREL1	chr1	6149	5029	9111	1
KIRREL1-IT1	chr1	0	0	5	0
KIRREL2	chr19	184	114	223	0
KIRREL3	chr11	11	20	37	0
KIRREL3-AS1	chr11	0	3	4	0
KIRREL3-AS2	chr11	0	0	0	0
KIRREL3-AS3	chr11	0	0	0	0
KISS1	chr1	2	8	3	0
KISS1R	chr19	13	6	10	0
KIT	chr4	169	127	337	0
KITLG	chr12	182	161	535	0
KL	chr13	6	5	6	0
KLB	chr4	35	45	106	0
KLC1	chr14	2122	2086	4849	4
KLC2	chr11	581	704	1758	0
KLC3	chr19	108	97	76	0
KLC4	chr6	777	669	2279	3
KLC4-AS1	chr6	2	0	44	0
KLF1	chr19	0	1	1	0
KLF10	chr8	2483	2108	23364	1
KLF11	chr2	1882	2490	1203	3
KLF12	chr13	749	768	1668	0
KLF13	chr15	0	0	474	0
KLF14	chr7	8	16	47	0
KLF15	chr3	92	82	84	0
KLF16	chr19	987	1186	908	2
KLF17	chr1	1	0	0	0
KLF17P1	chr12	0	0	0	0
KLF18	chr1	0	0	0	0
KLF2	chr19	822	1252	7878	0
KLF2-DT	chr19	4	2	1	0
KLF2P1	chr2	87	1	82	0
KLF2P2	chr2	2	0	1	0
KLF2P3	chr2	0	0	0	0
KLF2P4	chr2	0	0	0	0
KLF3	chr4	1511	1243	4134	0
KLF3-AS1	chr4	246	100	237	0
KLF3P1	chr5	2	0	0	0
KLF3P2	chr3	0	0	0	0
KLF4	chr9	1834	2113	8450	0
KLF4P1	chr9	0	0	0	0
KLF5	chr13	249	328	1860	0
KLF6	chr10	4431	4577	14935	2
KLF7	chr2	654	646	2119	0
KLF7-IT1	chr2	15	11	7	0
KLF7P1	chr3	0	0	0	0
KLF8	chrX	0	313	511	0
KLF8P1	chr16	0	0	0	0
KLF9	chr9	487	489	1467	0
KLHDC1	chr14	49	37	89	0
KLHDC10	chr7	1181	1297	2628	1
KLHDC2	chr14	858	932	3554	2
KLHDC3	chr6	1973	2321	3882	0
KLHDC4	chr16	735	876	446	0
KLHDC7A	chr1	12	8	5	0
KLHDC7B	chr22	5	8	5	0
KLHDC7B-DT	chr22	0	0	0	0
KLHDC8A	chr1	90	44	139	0
KLHDC8B	chr3	2027	1578	2414	0
KLHDC9	chr1	15	10	36	0
KLHL1	chr13	2	0	1	0
KLHL10	chr17	1	0	11	0
KLHL11	chr17	251	221	1093	0
KLHL12	chr1	586	934	1002	2
KLHL13	chrX	60	75	149	0
KLHL14	chr18	3	3	43	0
KLHL15	chrX	829	792	3809	1
KLHL17	chr1	803	651	966	0
KLHL18	chr3	585	620	847	0
KLHL2	chr4	95	122	523	0
KLHL20	chr1	239	183	1351	0
KLHL21	chr1	1219	1102	981	1
KLHL22	chr22	575	504	1423	0
KLHL23	chr2	205	155	975	0
KLHL24	chr3	1034	1038	2958	0
KLHL25	chr15	401	497	559	0
KLHL26	chr19	244	212	340	1
KLHL28	chr14	140	164	687	0
KLHL29	chr2	637	762	2654	0
KLHL2P1	chr4	0	1	6	0
KLHL3	chr5	370	399	788	0
KLHL30	chr2	37	32	12	0
KLHL30-AS1	chr2	7	5	0	0
KLHL31	chr6	126	197	223	0
KLHL32	chr6	13	7	20	0
KLHL33	chr14	1	1	2	0
KLHL34	chrX	2	0	1	0
KLHL35	chr11	18	8	45	0
KLHL36	chr16	706	924	1057	0
KLHL38	chr8	16	13	12	0
KLHL4	chrX	246	218	683	0
KLHL40	chr3	0	1	1	0
KLHL41	chr2	3	5	231	0
KLHL42	chr12	874	1044	2268	4
KLHL5	chr4	742	1206	2155	1
KLHL6	chr3	48	49	60	0
KLHL6-AS1	chr3	0	0	0	0
KLHL7	chr7	260	225	1454	0
KLHL7-DT	chr7	42	9	12	0
KLHL8	chr4	275	154	565	0
KLHL9	chr9	410	409	1562	0
KLK1	chr19	13	22	32	0
KLK10	chr19	238	99	95	0
KLK11	chr19	352	20	109	0
KLK12	chr19	1	0	0	0
KLK13	chr19	4	21	24	0
KLK14	chr19	5	18	3	0
KLK15	chr19	0	0	0	0
KLK2	chr19	0	3	0	0
KLK3	chr19	2	1	0	0
KLK4	chr19	1	1	2	0
KLK5	chr19	678	775	406	1
KLK6	chr19	217	228	589	0
KLK7	chr19	44	12	38	0
KLK8	chr19	93	157	250	0
KLK9	chr19	0	0	1	0
KLKB1	chr4	24	45	49	0
KLKP1	chr19	0	0	0	0
KLLN	chr10	19	21	17	0
KLRA1P	chr12	55	30	195	0
KLRB1	chr12	0	0	2	0
KLRC1	chr12	0	1	0	0
KLRC2	chr12	0	1	0	0
KLRC3	chr12	2	0	0	0
KLRC4	chr12	1	0	2	0
KLRC4-KLRK1	chr12	4	2	7	0
KLRD1	chr12	19	65	72	0
KLRF1	chr12	1	0	0	0
KLRF2	chr12	0	0	0	0
KLRG1	chr12	15	11	6	0
KLRG2	chr7	0	3	3	0
KLRK1	chr12	3	5	5	0
KLRK1-AS1	chr12	22	23	26	0
KMO	chr1	148	69	163	0
KMT2A	chr11	1458	1413	5242	1
KMT2B	chr19	1618	1536	6567	0
KMT2C	chr7	2776	2379	5276	1
KMT2D	chr12	2536	2537	12009	1
KMT2E	chr7	671	794	6245	1
KMT2E-AS1	chr7	45	69	53	0
KMT5A	chr12	643	710	1220	0
KMT5AP1	chr13	0	0	3	0
KMT5AP2	chr2	0	0	20	0
KMT5AP3	chr3	2	1	0	0
KMT5B	chr11	664	580	3544	0
KMT5C	chr19	529	491	1302	0
KNCN	chr1	0	2	0	0
KNDC1	chr10	2337	2742	1512	4
KNG1	chr3	120	106	232	0
KNL1	chr15	386	376	491	1
KNOP1	chr16	426	406	328	0
KNOP1P1	chr12	0	0	0	0
KNOP1P2	chr12	1	3	2	0
KNOP1P3	chr2	0	0	0	0
KNOP1P4	chr6	0	0	0	0
KNOP1P5	chr8	0	0	0	0
KNSTRN	chr15	239	225	561	1
KNTC1	chr12	560	266	1375	0
KPNA1	chr3	700	609	3310	0
KPNA2	chr17	2144	1677	7102	0
KPNA2P1	chr4	0	1	2	0
KPNA2P2	chr7	0	0	0	0
KPNA2P3	chr17	63	2	44	0
KPNA3	chr13	543	584	2732	0
KPNA4	chr3	704	594	3567	1
KPNA4P1	chrX	1	0	0	0
KPNA5	chr6	139	159	969	0
KPNA6	chr1	1023	910	3392	1
KPNA7	chr7	0	1	0	0
KPNB1	chr17	3155	3820	10809	2
KPNB1-DT	chr17	124	98	109	0
KPNB1P1	chrX	0	0	0	0
KPRP	chr1	0	0	0	0
KPTN	chr19	274	326	435	0
KRAS	chr12	587	554	987	1
KRASP1	chr6	0	0	0	0
KRBA1	chr7	666	567	645	1
KRBA2	chr17	413	236	342	5
KRBOX1	chr3	0	0	0	0
KRBOX1-AS1	chr3	0	0	0	0
KRBOX4	chrX	222	223	595	0
KRCC1	chr2	94	85	346	1
KREMEN1	chr22	501	436	706	1
KREMEN2	chr16	488	288	405	0
KRI1	chr19	661	967	869	2
KRIT1	chr7	372	347	1502	1
KRR1	chr12	652	650	1797	1
KRR1P1	chr13	4	0	0	0
KRT1	chr12	0	2	2	0
KRT10	chr17	761	468	197	0
KRT12	chr17	0	0	3	0
KRT125P	chr12	0	0	0	0
KRT126P	chr12	0	0	0	0
KRT127P	chr12	0	0	0	0
KRT128P	chr12	0	0	0	0
KRT13	chr17	39	55	17	0
KRT14	chr17	3	5	11	0
KRT15	chr17	212	649	265	1
KRT16	chr17	35	36	57	0
KRT16P1	chr17	3	1	4	0
KRT16P2	chr17	5	2	4	0
KRT16P3	chr17	6	0	5	0
KRT16P4	chr17	0	0	0	0
KRT16P5	chr17	0	0	0	0
