gene	chrom	ref_counts	alt_counts	no_ase_counts	ambig_ase_counts
EIF3MP1	chrX	0	0	0	0
EIF4A1	chr17	5952	6003	12182	2
EIF4A1P1	chr21	0	0	1	0
EIF4A1P10	chrX	7	2	76	0
EIF4A1P11	chr1	0	0	0	0
EIF4A1P12	chr14	0	0	0	0
EIF4A1P13	chr7	0	0	0	0
EIF4A1P2	chrY	0	0	22	0
EIF4A1P3	chr9	0	0	0	0
EIF4A1P4	chr12	0	0	0	0
EIF4A1P5	chr13	1	1	1	0
EIF4A1P6	chr13	0	0	0	0
EIF4A1P7	chr13	0	0	0	0
EIF4A1P8	chr10	0	0	0	0
EIF4A1P9	chr17	0	0	0	0
EIF4A2	chr3	1857	1842	14088	0
EIF4A2P1	chr18	3	5	0	0
EIF4A2P2	chr10	0	3	0	0
EIF4A2P3	chr11	0	0	2	0
EIF4A2P4	chrX	0	0	2	0
EIF4A2P5	chr11	0	0	0	0
EIF4A3	chr17	886	1351	2168	0
EIF4A3P1	chr18	0	0	0	0
EIF4B	chr12	1036	1124	10014	0
EIF4BP1	chr14	0	0	0	0
EIF4BP2	chr10	0	0	0	0
EIF4BP3	chr9	18	0	13	2
EIF4BP4	chr3	0	0	0	0
EIF4BP5	chr16	0	0	0	0
EIF4BP6	chr7	0	23	16	0
EIF4BP7	chrX	0	2	15	0
EIF4BP8	chr3	0	0	0	0
EIF4BP9	chrX	0	0	0	0
EIF4E	chr4	174	137	2018	0
EIF4E1B	chr5	0	8	1	0
EIF4E2	chr2	798	671	2223	0
EIF4E2P2	chr3	0	8	3	0
EIF4E3	chr3	117	146	520	0
EIF4EBP1	chr8	656	670	904	0
EIF4EBP1P1	chr14	0	1	0	0
EIF4EBP2	chr10	4009	3540	8810	0
EIF4EBP2P2	chr15	0	0	0	0
EIF4EBP2P3	chr6	0	0	0	0
EIF4EBP3	chr5	71	72	204	0
EIF4ENIF1	chr22	440	397	1566	0
EIF4EP2	chr17	0	1	28	0
EIF4EP3	chr3	0	0	0	0
EIF4EP4	chr7	0	0	0	0
EIF4EP5	chr8	0	0	0	0
EIF4G1	chr3	3865	3716	19039	4
EIF4G2	chr11	4366	4536	44972	0
EIF4G3	chr1	1679	1600	6048	0
EIF4H	chr7	2851	1243	7871	0
EIF4HP1	chr7	0	0	23	0
EIF4HP2	chr22	31	17	5	0
EIF5	chr14	2018	2420	6034	1
EIF5A	chr17	1565	1677	7319	2
EIF5A2	chr3	33	42	32	0
EIF5A2P1	chr15	0	0	4	0
EIF5AL1	chr10	16	2	16	0
EIF5AP2	chr17	0	0	0	0
EIF5AP3	chr19	0	0	4	0
EIF5AP4	chr10	0	0	3	0
EIF5B	chr2	741	698	3764	0
EIF5P1	chrX	0	0	0	0
EIF5P2	chrX	0	0	0	0
EIPR1	chr2	270	453	502	1
EIPR1-IT1	chr2	0	0	0	0
ELAC1	chr18	90	53	217	0
ELAC2	chr17	1857	1003	1449	1
ELANE	chr19	0	0	0	0
ELAPOR1	chr1	47	97	253	0
ELAPOR2	chr7	991	1414	6368	3
ELAVL1	chr19	1050	985	5344	1
ELAVL2	chr9	6	8	29	0
ELAVL3	chr19	0	0	2	0
ELAVL4	chr1	3	5	26	0
ELAVL4-AS1	chr1	0	0	0	0
ELDR	chr7	0	0	0	0
ELF1	chr13	373	284	1517	0
ELF2	chr4	185	190	1232	0
ELF2P1	chrX	0	0	13	0
ELF2P3	chr9	0	0	0	0
ELF2P4	chr2	3	9	5	0
ELF3	chr1	324	544	1238	0
ELF3-AS1	chr1	319	245	647	1
ELF4	chrX	222	417	502	0
ELF5	chr11	5	3	4	0
ELFN1	chr7	439	49	323	0
ELFN1-AS1	chr7	0	0	0	0
ELFN2	chr22	11	35	44	0
ELK1	chrX	297	284	1062	0
ELK1P1	chr7	0	0	0	0
ELK2AP	chr14	0	0	0	0
ELK2BP	chr14	0	0	0	0
ELK3	chr12	34	65	242	0
ELK4	chr1	386	517	1607	0
ELL	chr19	336	267	497	0
ELL2	chr5	739	639	3358	1
ELL2P1	chr1	1	0	0	1
ELL2P2	chr4	0	0	0	0
ELL2P3	chr13	0	0	0	0
ELL2P4	chrX	0	0	0	0
ELL3	chr15	102	75	120	0
ELMO1	chr7	144	156	664	0
ELMO1-AS1	chr7	0	0	0	0
ELMO2P1	chr15	0	0	13	0
ELMO3	chr16	146	227	307	0
ELMOD1	chr11	17	52	104	0
ELMOD2	chr4	1108	789	1544	6
ELMOD3	chr2	373	286	538	0
ELN	chr7	26	20	23	0
ELN-AS1	chr7	0	0	0	0
ELOA	chr1	1082	886	1712	0
ELOA-AS1	chr1	173	113	193	0
ELOA2	chr18	0	0	2	0
ELOA3	chr18	0	0	0	0
ELOA3B	chr18	0	0	0	0
ELOA3CP	chr18	0	0	0	0
ELOA3D	chr18	0	0	0	0
ELOAP1	chr2	0	0	0	0
ELOB	chr16	97	41	3805	0
ELOBP1	chr13	0	0	0	0
ELOBP2	chr11	0	0	0	0
ELOBP3	chr2	0	0	0	0
ELOBP4	chr10	0	0	0	0
ELOC	chr8	325	272	784	0
ELOCP10	chrY	0	0	0	0
ELOCP11	chrY	0	0	0	0
ELOCP12	chrY	0	0	0	0
ELOCP13	chrY	0	0	0	0
ELOCP14	chrY	0	0	0	0
ELOCP15	chrY	0	0	0	0
ELOCP16	chrY	0	0	0	0
ELOCP17	chrY	0	0	0	0
ELOCP18	chr1	0	0	0	0
ELOCP19	chr1	14	19	2	0
ELOCP2	chr15	0	0	6	0
ELOCP20	chr1	0	0	0	0
ELOCP21	chr2	0	0	0	0
ELOCP22	chr11	0	0	0	0
ELOCP23	chr13	0	0	0	0
ELOCP24	chrY	0	0	0	0
ELOCP26	chrY	0	0	0	0
ELOCP27	chr18	0	1	0	0
ELOCP28	chr19	0	0	0	0
ELOCP29	chr19	0	0	0	0
ELOCP3	chr10	0	0	0	0
ELOCP30	chr10	0	0	0	0
ELOCP31	chr12	0	0	1	0
ELOCP32	chr12	0	0	0	0
ELOCP33	chr4	0	0	0	0
ELOCP34	chrY	0	0	0	0
ELOCP35	chrY	0	0	0	0
ELOCP36	chrY	0	0	0	0
ELOCP4	chrY	0	0	0	0
ELOCP5	chrY	0	0	0	0
ELOCP6	chrY	0	0	0	0
ELOCP7	chrY	0	0	0	0
ELOCP8	chrY	0	0	0	0
ELOCP9	chrY	0	0	0	0
ELOF1	chr19	495	509	331	1
ELOVL1	chr1	674	616	1506	0
ELOVL2	chr6	16	80	38	0
ELOVL2-AS1	chr6	1	0	0	0
ELOVL3	chr10	0	0	1	0
ELOVL4	chr6	68	69	512	0
ELOVL5	chr6	1125	808	908	1
ELOVL6	chr4	440	536	2273	0
ELOVL7	chr5	105	339	647	0
ELP1	chr9	1730	2173	1796	1
ELP2	chr18	751	706	1876	1
ELP3	chr8	266	342	720	0
ELP4	chr11	123	223	480	0
ELP5	chr17	349	273	1064	2
ELP6	chr3	476	210	300	0
ELSPBP1	chr19	0	0	0	0
EMB	chr5	388	138	551	0
EMBP1	chr1	0	0	25	0
EMC1	chr1	1258	1656	2538	1
EMC1-AS1	chr1	12	5	12	0
EMC10	chr19	2651	3712	1859	1
EMC2	chr8	139	192	898	0
EMC3	chr3	116	135	1350	0
EMC3-AS1	chr3	49	21	178	0
EMC4	chr15	312	309	1568	0
EMC6	chr17	288	265	945	1
EMC7	chr15	296	312	770	0
EMC8	chr16	1207	1088	358	0
EMC9	chr14	260	186	540	0
EMCN	chr4	0	0	0	0
EMD	chrX	824	788	1618	0
EME1	chr17	511	1049	638	0
EME2	chr16	3345	3052	1717	6
EMG1	chr12	717	995	2125	1
EMID1	chr22	588	705	1224	1
EMILIN1	chr2	31	15	33	0
EMILIN2	chr18	1549	158	720	1
EML1	chr14	329	506	1365	1
EML2	chr19	340	318	679	1
EML2-AS1	chr19	7	3	21	0
EML3	chr11	391	469	1927	0
EML4	chr2	1404	1249	5365	0
EML4-AS1	chr2	55	37	1	0
EML5	chr14	144	210	1127	0
EML6	chr2	25	5	36	0
EML6-AS1	chr2	0	0	0	0
EMP1	chr12	8	52	30	0
EMP2	chr16	751	1913	721	3
EMP2P1	chr2	0	0	0	0
EMP3	chr19	44	49	76	0
EMSLR	chr7	227	313	342	1
EMSY	chr11	248	234	1579	0
EMX1	chr2	0	3	5	0
EMX2	chr10	0	0	2	0
EMX2OS	chr10	5	0	3	0
EN1	chr2	0	0	0	0
EN2	chr7	0	0	0	0
ENAH	chr1	1792	1896	6049	1
ENAM	chr4	0	0	0	0
ENC1	chr5	5068	2537	5023	2
ENDOD1	chr11	49	56	63	0
ENDOG	chr9	396	556	296	0
ENDOU	chr12	0	0	4	0
ENDOV	chr17	464	338	566	0
ENG	chr9	44	28	61	0
ENGASE	chr17	1236	628	709	1
ENHO	chr9	17	32	162	0
ENKD1	chr16	260	342	546	0
ENKUR	chr10	2	1	1	0
ENO1	chr1	11263	9623	6812	13
ENO1-AS1	chr1	0	10	1	0
ENO1P1	chr1	168	240	49	1
ENO1P2	chr15	4	3	1	0
ENO1P3	chr3	0	0	0	0
ENO1P4	chr2	189	187	75	0
ENO2	chr12	1063	1240	4184	0
ENO3	chr17	206	172	1652	0
ENO4	chr10	15	10	38	0
ENOPH1	chr4	336	274	716	0
ENOSF1	chr18	1883	1121	1332	2
ENOX1	chr13	9	12	27	0
ENOX1-AS1	chr13	0	0	0	0
ENOX1-AS2	chr13	0	0	0	0
ENOX2	chrX	47	59	284	0
ENPEP	chr4	9	195	382	0
ENPP1	chr6	26	71	130	0
ENPP2	chr8	2187	2640	3361	1
ENPP3	chr6	0	0	0	0
ENPP4	chr6	88	69	554	0
ENPP5	chr6	212	376	349	0
ENPP6	chr4	0	0	0	0
ENPP7	chr17	2	13	8	0
ENPP7P1	chr8	0	0	0	0
ENPP7P10	chr4	1	0	5	0
ENPP7P11	chr4	17	6	4	0
ENPP7P12	chr8	5	1	0	0
ENPP7P13	chr16	0	0	0	0
ENPP7P14	chr16	0	1	2	0
ENPP7P2	chr3	1	0	1	0
ENPP7P3	chr3	0	0	0	0
ENPP7P4	chr3	2	1	6	0
ENPP7P5	chr12	0	2	1	0
ENPP7P6	chr8	0	0	0	0
ENPP7P7	chr11	0	0	0	0
ENPP7P8	chr11	0	0	5	0
ENPP7P9	chr4	0	1	0	0
ENSA	chr1	1876	2722	4327	1
ENSAP2	chr14	13	0	75	0
ENSAP3	chr2	0	0	0	0
ENSG00000207922	chr3	0	0	0	0
ENSG00000221184	chr10	0	0	0	0
ENSG00000221753	chr8	0	0	0	0
ENSG00000263963	chr5	0	0	0	0
ENSG00000264063	chr21	0	0	0	0
ENSG00000264341	chr1	0	0	0	0
ENSG00000264574	chr10	0	0	0	0
ENSG00000264834	chr1	0	0	0	0
ENSG00000264881	chr1	0	0	0	0
ENSG00000265028	chr3	0	0	0	0
ENSG00000265031	chr17	0	0	0	0
ENSG00000265061	chr12	0	0	0	0
ENSG00000265421	chr5	0	0	0	0
ENSG00000265815	chr1	0	0	0	0
ENSG00000266188	chr1	0	0	0	0
ENSG00000266270	chr4	0	0	0	0
ENSG00000266802	chr1	0	0	0	0
ENSG00000275110	chrX	0	0	0	0
ENSG00000275493	chr9	0	0	1	0
ENSG00000277437	chr21	0	0	0	0
ENSG00000278791	chr1	0	0	0	0
ENSG00000279049	chr1	0	6	15	0
ENSG00000279336	chr9	0	0	0	0
ENSG00000279413	chrX	58	109	45	0
ENSG00000279724	chr7	0	0	0	0
ENSG00000280004	chr7	0	0	0	0
ENSG00000280249	chrX	0	0	0	0
ENSG00000280404	chr7	0	0	0	0
ENSG00000280454	chr16	0	0	0	0
ENSG00000280494	chr14	0	0	0	0
ENSG00000280773	chr11	0	0	0	0
ENSG00000280836	chr1	0	0	0	0
ENSG00000280968	chr22	0	0	0	0
ENSG00000281112	chr1	0	0	0	0
ENSG00000281133	chr1	0	0	0	0
ENSG00000281269	chr15	0	0	0	0
ENSG00000281369	chr4	0	0	0	0
ENSG00000281420	chr21	0	0	0	0
ENSG00000281825	chr1	0	0	0	0
ENSG00000283704	chr11	0	0	0	0
ENSG00000283886	chr9	0	0	8	0
ENSG10010134101.1	chr6	0	0	0	0
ENSG10010134112.1	chr6	0	0	0	0
ENSG10010134114.1	chr5	0	0	1	0
ENSG10010134141.1	chr16	0	0	0	0
ENSG10010134144.1	chr13	0	0	0	0
ENSG10010134172.1	chr1	0	0	0	0
ENSG10010134176.1	chr12	0	0	0	0
ENSG10010134178.1	chr6	0	0	0	0
ENSG10010134187.1	chr2	0	0	0	0
ENSG10010134193.1	chr9	0	0	0	0
ENSG10010134213.1	chr19	0	0	0	0
ENSG10010134216.1	chr16	0	0	0	0
ENSG10010134220.1	chr5	0	0	0	0
ENSG10010134238.1	chrX	0	0	0	0
ENSG10010134239.1	chr2	0	0	0	0
ENSG10010134248.1	chr12	0	0	0	0
ENSG10010134272.1	chrX	0	0	0	0
ENSG10010134276.1	chr11	0	0	0	0
ENSG10010134286.1	chr2	0	0	0	0
ENSG10010134301.1	chr16	0	0	0	0
ENSG10010134304.1	chr16	0	0	0	0
ENSG10010134316.1	chr17	0	0	0	0
ENSG10010134337.1	chr10	0	0	0	0
ENSG10010134366.1	chr2	0	0	0	0
ENSG10010134374.1	chr14	0	0	0	0
ENSG10010134381.1	chr14	0	0	0	0
ENSG10010134387.1	chr22	0	0	0	0
ENSG10010134403.1	chr1	0	0	0	0
ENSG10010134404.1	chr12	1	0	0	0
ENSG10010134413.2	chrX	0	0	0	0
ENSG10010134429.1	chr5	0	0	0	0
ENSG10010134436.1	chr10	0	0	0	0
ENSG10010134453.1	chr9	0	0	0	0
ENSG10010134462.1	chr8	0	0	0	0
ENSG10010134471.1	chr5	0	0	0	0
ENSG10010134473.1	chr6	14	16	10	0
ENSG10010134482.1	chrX	0	0	0	0
ENSG10010134488.1	chr5	0	0	0	0
ENSG10010134504.1	chr7	0	0	0	0
ENSG10010134538.1	chr1	0	0	0	0
ENSG10010134544.1	chr1	0	0	0	0
ENSG10010134562.1	chr7	0	0	0	0
ENSG10010134573.1	chr2	0	0	0	0
ENSG10010134581.1	chr21	0	0	0	0
ENSG10010134583.1	chr4	0	0	0	0
ENSG10010134592.1	chr16	0	0	0	0
ENSG10010134614.1	chr11	0	0	0	0
ENSG10010134617.1	chr2	0	0	0	0
ENSG10010134620.1	chr7	0	0	0	0
ENSG10010134625.1	chr5	0	0	0	0
ENSG10010134634.1	chr3	0	0	0	0
ENSG10010134635.1	chr14	0	0	0	0
ENSG10010134639.1	chr13	0	0	0	0
ENSG10010134649.1	chr6	0	0	0	0
ENSG10010134655.1	chr2	0	0	0	0
ENSG10010134656.1	chr12	0	0	0	0
ENSG10010134679.1	chr7	0	0	0	0
ENSG10010134680.1	chr10	0	0	0	0
ENSG10010134689.1	chr12	0	0	0	0
ENSG10010134698.1	chr2	0	0	0	0
ENSG10010134720.1	chr2	0	0	0	0
ENSG10010134722.1	chr1	0	0	0	0
ENSG10010134734.1	chr13	0	0	0	0
ENSG10010134740.1	chr3	0	0	0	0
ENSG10010134742.1	chr11	0	0	4	0
ENSG10010134776.1	chr11	0	0	0	0
ENSG10010134782.1	chr13	0	0	0	0
ENSG10010134801.1	chrX	0	0	0	0
ENSG10010134846.1	chrX	0	0	0	0
ENSG10010134848.1	chr10	0	0	0	0
ENSG10010134865.1	chr11	0	0	0	0
ENSG10010134870.1	chr14	0	0	0	0
ENSG10010134880.1	chr22	0	0	0	0
ENSG10010134884.1	chr12	0	0	0	0
ENSG10010134902.1	chr12	0	0	0	0
ENSG10010134904.1	chr3	0	0	0	0
ENSG10010134911.1	chr17	0	0	0	0
ENSG10010134912.1	chr8	0	0	0	0
ENSG10010134915.1	chr2	0	0	0	0
ENSG10010134926.1	chr22	0	0	0	0
ENSG10010134952.1	chr3	0	0	0	0
ENSG10010134961.1	chr2	0	0	0	0
ENSG10010134965.1	chr4	0	0	0	0
ENSG10010134992.1	chr7	0	0	0	0
ENSG10010134996.1	chr11	0	0	0	0
ENSG10010135003.1	chr7	7	12	182	0
ENSG10010135019.1	chr2	0	0	0	0
ENSG10010135022.1	chr21	0	0	0	0
ENSG10010135058.1	chr11	0	0	0	0
ENSG10010135068.1	chr13	0	0	0	0
ENSG10010135094.1	chr12	0	0	0	0
ENSG10010135103.1	chr2	0	0	0	0
ENSG10010135118.2	chr3	0	0	0	0
ENSG10010135128.1	chrX	0	0	0	0
ENSG10010135146.1	chr13	0	0	0	0
ENSG10010135148.1	chr1	0	0	0	0
ENSG10010135153.1	chr2	0	0	0	0
ENSG10010135154.1	chr3	0	0	0	0
ENSG10010135156.1	chr2	0	0	1	0
ENSG10010135168.1	chr22	1	2	2	0
ENSG10010135182.1	chrX	0	0	0	0
ENSG10010135184.1	chr10	0	0	0	0
ENSG10010135189.1	chr7	0	0	0	0
ENSG10010135192.1	chr1	0	0	0	0
ENSG10010135208.1	chr5	0	0	0	0
ENSG10010135214.1	chr13	9	7	2	0
ENSG10010135223.1	chr17	0	0	0	0
ENSG10010135235.1	chr5	0	0	3	0
ENSG10010135243.1	chr14	0	0	0	0
ENSG10010135266.1	chr3	0	0	1	0
ENSG10010135272.1	chr15	0	0	0	0
ENSG10010135277.1	chr9	0	0	0	0
ENSG10010135283.1	chr2	0	0	0	0
ENSG10010135304.1	chr4	0	0	0	0
ENSG10010135307.1	chr4	0	0	0	0
ENSG10010135318.1	chr9	0	0	0	0
ENSG10010135321.1	chr1	0	0	0	0
ENSG10010135325.1	chr4	0	0	0	0
ENSG10010135327.1	chr17	2	1	1	0
ENSG10010135340.1	chr14	0	0	0	0
ENSG10010135342.1	chr14	0	0	0	0
ENSG10010135361.1	chr3	0	0	0	0
ENSG10010135367.1	chrX	0	0	0	0
ENSG10010135376.1	chr16	0	0	0	0
ENSG10010135377.1	chr12	0	0	0	0
ENSG10010135393.1	chr12	0	0	0	0
ENSG10010135413.1	chr12	0	0	0	0
ENSG10010135416.1	chr22	0	0	0	0
ENSG10010135426.1	chr1	0	0	0	0
ENSG10010135433.1	chr6	0	0	0	0
ENSG10010135443.1	chr9	0	2	3	0
ENSG10010135454.1	chr7	0	0	0	0
ENSG10010135457.2	chr14	0	0	0	0
ENSG10010135478.1	chrX	0	0	1	0
ENSG10010135504.1	chr9	0	0	0	0
ENSG10010135509.1	chr1	0	0	0	0
ENSG10010135511.1	chr14	0	0	0	0
ENSG10010135520.1	chr22	34	38	70	0
ENSG10010135521.1	chr7	0	0	0	0
ENSG10010135523.1	chr11	0	0	0	0
ENSG10010135528.1	chr11	0	0	0	0
ENSG10010135574.1	chr2	0	0	0	0
ENSG10010135575.1	chr3	0	0	0	0
ENSG10010135580.1	chr11	0	0	0	0
ENSG10010135594.1	chr17	0	0	0	0
ENSG10010135617.1	chr6	0	0	1	0
ENSG10010135637.1	chr14	0	0	0	0
ENSG10010135640.1	chrX	4	1	0	0
ENSG10010135669.1	chr7	0	0	0	0
ENSG10010135677.1	chr2	0	0	0	0
ENSG10010135688.1	chrX	0	0	0	0
ENSG10010135701.1	chr5	0	0	0	0
ENSG10010135702.1	chr10	0	0	0	0
ENSG10010135706.1	chr15	0	0	0	0
ENSG10010135716.1	chr3	0	0	0	0
ENSG10010135727.1	chr9	0	0	0	0
ENSG10010135762.1	chr17	0	0	0	0
ENSG10010135768.1	chr7	0	0	2	0
ENSG10010135769.1	chr11	0	0	0	0
ENSG10010135788.1	chr14	0	0	2	0
ENSG10010135797.1	chr3	0	0	0	0
ENSG10010135807.1	chr8	0	0	0	0
ENSG10010135808.1	chr7	0	0	0	0
ENSG10010135817.1	chr11	1	0	0	0
ENSG10010135820.1	chr2	0	0	0	0
ENSG10010135823.1	chr7	0	0	0	0
ENSG10010135828.1	chrX	0	0	0	0
ENSG10010135835.1	chr1	2	0	0	0
ENSG10010135836.1	chr7	0	0	0	0
ENSG10010135837.1	chr12	0	0	0	0
ENSG10010135838.1	chr2	0	0	0	0
ENSG10010135847.1	chr1	0	0	0	0
ENSG10010135848.2	chr15	0	0	0	0
ENSG10010135851.1	chr11	0	0	0	0
ENSG10010135859.1	chr12	0	0	0	0
ENSG10010135860.1	chr13	0	0	0	0
ENSG10010135867.1	chr10	0	0	0	0
ENSG10010135872.1	chr3	0	0	0	0
ENSG10010135879.1	chr17	0	0	0	0
ENSG10010135885.1	chr11	0	0	0	0
ENSG10010135886.1	chr22	0	0	0	0
ENSG10010135887.1	chr14	0	0	0	0
ENSG10010135890.1	chr21	0	0	0	0
ENSG10010135892.1	chr15	0	0	0	0
ENSG10010135898.1	chr2	0	0	0	0
ENSG10010135899.1	chr11	0	0	0	0
ENSG10010135902.1	chr5	0	0	0	0
ENSG10010135924.1	chr22	0	0	30	0
ENSG10010135940.1	chr2	0	0	0	0
ENSG10010135942.1	chr7	1	0	0	0
ENSG10010135955.1	chr21	0	0	0	0
ENSG10010135969.1	chr3	0	0	0	0
ENSG10010135973.1	chr7	0	0	0	0
ENSG10010135981.1	chr1	0	0	0	0
ENSG10010135983.1	chr11	0	0	0	0
ENSG10010135998.1	chr11	0	0	0	0
ENSG10010135999.1	chr8	0	0	0	0
ENSG10010136017.1	chr14	0	0	0	0
ENSG10010136025.2	chr3	0	0	0	0
ENSG10010136051.1	chr11	0	0	0	0
ENSG10010136084.3	chr15	0	0	0	0
ENSG10010136093.1	chr6	0	0	0	0
ENSG10010136111.1	chr17	0	0	0	0
ENSG10010136112.1	chr7	0	0	0	0
ENSG10010136122.1	chr1	0	0	0	0
ENSG10010136138.1	chr7	0	0	17	0
ENSG10010136139.1	chr4	0	0	0	0
ENSG10010136140.1	chr11	0	0	0	0
ENSG10010136165.1	chr12	0	0	0	0
ENSG10010136167.1	chr12	0	0	0	0
ENSG10010136168.1	chr7	0	0	0	0
ENSG10010136174.1	chrX	0	0	0	0
ENSG10010136181.1	chr3	0	0	0	0
ENSG10010136194.1	chr13	0	0	0	0
ENSG10010136195.1	chr5	0	0	0	0
ENSG10010136203.1	chr5	0	0	0	0
ENSG10010136207.1	chr7	0	0	0	0
ENSG10010136211.1	chr1	0	0	0	0
ENSG10010136215.1	chr7	0	0	0	0
ENSG10010136217.1	chr3	0	0	0	0
ENSG10010136220.1	chr8	0	0	0	0
ENSG10010136244.1	chr14	0	0	0	0
ENSG10010136256.1	chr7	0	0	0	0
ENSG10010136267.1	chr6	0	0	0	0
ENSG10010136286.1	chr11	0	0	0	0
ENSG10010136287.1	chr15	0	0	0	0
ENSG10010136290.1	chr4	0	0	0	0
ENSG10010136291.1	chr4	0	0	0	0
ENSG10010136292.1	chr4	0	0	0	0
ENSG10010136303.1	chr6	0	0	0	0
ENSG10010136307.1	chr13	0	0	0	0
ENSG10010136308.1	chr1	0	0	0	0
ENSG10010136316.1	chr14	0	0	0	0
ENSG10010136331.1	chr1	0	0	0	0
ENSG10010136340.1	chr11	0	0	0	0
ENSG10010136341.1	chr5	0	0	0	0
ENSG10010136359.1	chr21	0	0	0	0
ENSG10010136392.1	chr6	0	0	0	0
ENSG10010136401.1	chr14	0	0	0	0
ENSG10010136411.1	chr3	0	0	0	0
ENSG10010136418.1	chr11	0	0	0	0
ENSG10010136426.1	chr2	0	0	0	0
ENSG10010136427.1	chr1	0	0	0	0
ENSG10010136441.1	chr11	0	0	2	0
ENSG10010136467.1	chr1	0	0	0	0
ENSG10010136469.1	chr1	0	0	0	0
ENSG10010136487.1	chr12	0	0	0	0
ENSG10010136491.1	chr11	0	0	0	0
ENSG10010136497.1	chr3	0	0	0	0
ENSG10010136498.1	chr5	0	0	0	0
ENSG10010136505.1	chr7	0	0	0	0
ENSG10010136515.1	chrX	0	0	0	0
ENSG10010136559.1	chr18	0	0	0	0
ENSG10010136563.1	chr5	0	0	0	0
ENSG10010136565.1	chr21	0	0	0	0
ENSG10010136577.1	chr8	0	0	0	0
ENSG10010136622.1	chrX	0	0	0	0
ENSG10010136629.1	chrX	0	0	0	0
ENSG10010136633.1	chr1	0	0	0	0
ENSG10010136642.2	chrX	0	0	0	0
ENSG10010136650.1	chr7	0	2	58	0
ENSG10010136654.1	chr12	0	0	0	0
ENSG10010136656.1	chr8	0	0	0	0
ENSG10010136661.1	chr7	0	0	0	0
ENSG10010136670.1	chr2	0	0	0	0
ENSG10010136693.1	chr12	0	0	0	0
ENSG10010136707.1	chr1	0	0	0	0
ENSG10010136708.1	chr14	0	0	0	0
ENSG10010136737.1	chr7	0	1	0	0
ENSG10010136765.1	chr5	0	0	0	0
ENSG10010136773.1	chr11	0	0	0	0
ENSG10010136777.1	chr17	0	0	5	0
ENSG10010136786.1	chr14	0	0	0	0
ENSG10010136797.1	chr17	0	0	0	0
ENSG10010136798.1	chr1	0	0	0	0
ENSG10010136800.1	chr2	0	0	0	0
ENSG10010136829.1	chr2	0	0	0	0
ENSG10010136839.1	chr22	0	0	0	0
ENSG10010136859.1	chr2	0	0	0	0
ENSG10010136867.1	chr3	0	0	0	0
ENSG10010136893.2	chrX	0	0	0	0
ENSG10010136897.1	chr8	0	0	0	0
ENSG10010136902.1	chr6	0	2	0	0
ENSG10010136930.1	chrX	0	0	0	0
ENSG10010136933.1	chr4	0	0	0	0
ENSG10010136942.1	chr19	0	0	0	0
ENSG10010136954.1	chr5	0	0	0	0
ENSG10010136955.1	chr8	0	0	0	0
ENSG10010136964.1	chr8	0	0	0	0
ENSG10010136971.1	chr21	0	0	0	0
ENSG10010136972.1	chr7	0	0	0	0
ENSG10010136978.1	chr18	0	0	0	0
ENSG10010136995.1	chr18	0	0	0	0
ENSG10010137005.1	chr3	0	0	0	0
ENSG10010137037.1	chr13	0	0	0	0
ENSG10010137057.1	chr7	0	0	0	0
ENSG10010137085.1	chr15	0	0	0	0
ENSG10010137092.1	chr11	0	0	0	0
ENSG10010137094.1	chr12	0	0	0	0
ENSG10010137112.1	chr7	0	0	0	0
ENSG10010137117.1	chr22	0	0	0	0
ENSG10010137125.1	chr16	0	0	0	0
ENSG10010137127.1	chr22	0	0	0	0
ENSG10010137139.1	chr14	0	0	0	0
ENSG10010137144.1	chr12	0	0	0	0
ENSG10010137146.1	chr12	0	0	0	0
ENSG10010137148.1	chr19	0	0	0	0
ENSG10010137167.1	chr14	0	0	0	0
ENSG10010137169.1	chr4	0	0	0	0
ENSG10010137171.1	chr12	0	0	0	0
ENSG10010137173.1	chr1	0	0	0	0
ENSG10010137176.1	chr18	0	0	0	0
ENSG10010137189.1	chr5	0	0	0	0
ENSG10010137190.1	chr7	0	0	0	0
ENSG10010137195.1	chr9	0	0	0	0
ENSG10010137197.1	chr21	0	0	0	0
ENSG10010137203.1	chr4	0	0	0	0
ENSG10010137215.1	chr2	0	0	0	0
ENSG10010137222.1	chr1	0	0	0	0
ENSG10010137223.1	chr2	0	0	0	0
ENSG10010137239.1	chr7	0	0	0	0
ENSG10010137260.1	chr8	0	0	0	0
ENSG10010137261.1	chr1	0	0	0	0
ENSG10010137281.1	chrX	0	0	0	0
ENSG10010137308.1	chr2	0	0	0	0
ENSG10010137313.1	chr14	0	0	0	0
ENSG10010137335.1	chr3	0	0	0	0
ENSG10010137341.1	chr2	2	2	5	0
ENSG10010137371.1	chr7	0	0	0	0
ENSG10010137394.1	chr22	0	0	0	0
ENSG10010137403.1	chr5	0	0	0	0
ENSG10010137419.1	chr17	0	0	0	0
ENSG10010137428.1	chr19	0	0	0	0
ENSG10010137439.1	chr4	0	0	0	0
ENSG10010137450.1	chr16	0	0	0	0
ENSG10010137477.1	chr11	1	0	0	0
ENSG10010137497.1	chr16	0	0	0	0
ENSG10010137502.1	chr3	0	0	0	0
ENSG10010137505.1	chr3	0	0	0	0
ENSG10010137522.1	chr8	0	0	0	0
ENSG10010137532.1	chr1	0	0	0	0
ENSG10010137533.1	chr4	0	0	0	0
ENSG10010137555.1	chr7	0	0	0	0
